business_name,category,lic_code,street_address,business_start_date,business_end_date,isClosed,full_address,business_id,name,district,MA,year,latitude,longitude,tract,GEOID10,link,HC01_VC05,HC01_VC113,HC01_VC115,HC01_VC117,HC01_VC121,HC01_VC28,HC01_VC36,HC01_VC41,HC01_VC42,HC01_VC43,HC01_VC44,HC01_VC50,HC01_VC51,HC01_VC52,HC01_VC53,HC01_VC54,HC01_VC55,HC01_VC56,HC01_VC57,HC01_VC58,HC01_VC59,HC01_VC60,HC01_VC61,HC01_VC62,HC01_VC67,HC01_VC68,HC01_VC69,HC01_VC85,HC01_VC86,HC01_VC89,HC01_VC99,HC03_VC05,HC03_VC13,HC03_VC156,HC03_VC28,HC03_VC41,HC03_VC42,HC03_VC43,HC03_VC44,HC03_VC45,HC03_VC50,HC03_VC51,HC03_VC52,HC03_VC53,HC03_VC54,HC03_VC55,HC03_VC56,HC03_VC57,HC03_VC58,HC03_VC59,HC03_VC60,HC03_VC61,HC03_VC62,HC03_VC67,HC03_VC68,HC03_VC69,HC03_VC75,HC03_VC76,HC03_VC77,HC03_VC78,HC03_VC79,HC03_VC80,HC03_VC81,HC03_VC82,HC03_VC83,HC03_VC84,HD01_S001,HD01_S020,HD01_S026,HD01_S045,HD01_S051,HD01_S070,HD01_S151,HD01_S169,HD01_S170,HD01_S171,HD01_S180,HD01_S181,HD01_S184,HD02_S026,HD02_S051,HD02_S151,HD02_S170,HD02_S171,HD02_S180,HD02_S181,HD02_S184,Age
shanghai dumpling king 2,Food Services,"Restaurant Greater Than 2,000 Sqft",696 monterey blvd,04/01/2013,,no,"696 monterey blvd, San Francisco, CA, 94127",71909,shanghai dumpling king 2,Sunnyside,89.0,2017.0,37.731567999999996,-122.45097,Census Tract 311,6075031100,http://en.wikipedia.org/wiki/Neighborhoods_in_San_Francisco#Sunnyside,4529.0,134189.0,45305.0,1049.0,43978.0,4201.0,28.8,2616.0,522.0,550.0,345.0,184.0,222.0,93.0,81.0,314.0,251.0,175.0,339.0,903.0,945.0,328.0,237.0,293.0,3087.0,920.0,358.0,101641.0,119621.0,114148.0,0.0,74.1,3.6,0.6,4201.0,59.9,12.0,12.6,7.9,7.6,4.2,5.1,2.1,1.9,7.2,5.8,4.0,7.8,20.7,21.6,7.5,5.4,6.7,70.7,21.1,8.2,2.5,1.2,3.5,4.1,9.7,15.7,10.8,26.5,14.8,11.2,6193.0,42.0,3166.0,41.3,3027.0,43.0,1388.0,2590.0,2462.0,128.0,2462.0,1569.0,893.0,51.1,48.9,56.4,95.1,4.9,100.0,63.7,36.3,1948.0
kezar pizzetta,Food Services,"Restaurant Less Than 1,000 Sqft",775 frederick st,04/01/2013,,no,"775 frederick st, San Francisco, CA, 94117",72073,kezar pizzetta,Parnassus Heights,92.0,2016.0,37.765679399999996,-122.45720630000001,Census Tract 301.01,6075030101,http://en.wikipedia.org/wiki/Neighborhoods_in_San_Francisco#Parnassus,3189.0,222608.0,64527.0,1421.0,48125.0,2975.0,25.5,2189.0,161.0,617.0,11.0,0.0,21.0,132.0,20.0,167.0,0.0,64.0,126.0,839.0,1027.0,371.0,140.0,117.0,2209.0,509.0,306.0,92000.0,129857.0,133999.0,23.0,81.4,5.2,0.0,2975.0,72.4,5.3,20.4,0.4,1.5,0.0,0.7,4.4,0.7,5.5,0.0,2.1,4.2,27.7,34.0,12.3,4.6,3.9,73.0,16.8,10.1,4.8,3.4,5.8,5.9,5.9,12.8,16.5,17.1,12.7,15.1,4233.0,34.2,2021.0,35.1,2212.0,33.2,696.0,2158.0,1997.0,161.0,1997.0,560.0,1437.0,47.7,52.3,34.9,92.5,7.5,100.0,28.0,72.0,1948.0
wild hare,Food Services,,2801 california st,03/01/2013,03/28/2016,yes,"2801 california st, San Francisco, CA, 94115",87542,wild hare,Lower Pacific Heights,88.0,2017.0,37.7879102,-122.4405764,Census Tract 153,6075015300,"http://en.wikipedia.org/wiki/Lower_Pacific_Heights,_San_Francisco,_California",1561.0,281137.0,74232.0,615.0,48793.0,1409.0,31.9,850.0,146.0,326.0,75.0,0.0,85.0,57.0,91.0,180.0,37.0,39.0,120.0,390.0,186.0,104.0,123.0,25.0,1164.0,190.0,83.0,86094.0,156649.0,122515.0,0.0,78.4,7.9,0.0,1409.0,59.2,10.2,22.7,5.2,2.8,0.0,5.9,4.0,6.3,12.5,2.6,2.7,8.4,27.1,12.9,7.2,8.6,1.7,81.0,13.2,5.8,2.3,4.2,12.8,6.5,5.5,14.1,15.4,13.6,9.5,16.1,2040.0,35.6,966.0,36.6,1074.0,35.1,312.0,1051.0,957.0,94.0,957.0,330.0,627.0,47.4,52.6,32.6,91.1,8.9,100.0,34.5,65.5,1123.0
spicy garden restaurant,Food Services,"Restaurant 1,000 - 2,000 Sqft",996 mission st,04/01/2013,,no,"996 mission st, San Francisco, CA, 94134",73963,spicy garden restaurant,South of Market,90.0,2018.0,37.78128220000001,-122.4087,Census Tract 176.01,6075017601,http://www.sfgate.com/neighborhoods/sf/soma/,3188.0,49387.0,25330.0,2221.0,25938.0,2657.0,25.0,951.0,626.0,894.0,215.0,0.0,139.0,177.0,44.0,319.0,70.0,197.0,247.0,364.0,617.0,641.0,74.0,95.0,2522.0,334.0,128.0,23099.0,46745.0,61388.0,259.0,60.9,5.9,12.7,2657.0,31.9,21.0,30.0,7.2,10.0,0.0,4.7,5.9,1.5,10.7,2.3,6.6,8.3,12.2,20.7,21.5,2.5,3.2,84.5,11.2,4.3,17.8,16.6,18.0,5.9,6.8,10.1,11.3,9.5,1.8,2.3,7630.0,41.5,4723.0,42.8,2907.0,39.0,1029.0,5296.0,4321.0,975.0,4321.0,407.0,3914.0,61.9,38.1,23.8,81.6,18.4,100.0,9.4,90.6,1948.0
happy moose juice,Food Services,Caterer,1040 revere ave,04/01/2013,,no,"1040 revere ave, San Francisco, CA, 94124",78928,happy moose juice,Hunters Point,96.0,2017.0,37.72617329999999,-122.3795564,Census Tract 232,6075023200,"http://en.wikipedia.org/wiki/Hunters_Point,_San_Francisco,_California",2106.0,63917.0,18029.0,374.0,26928.0,1689.0,30.6,405.0,369.0,495.0,331.0,39.0,263.0,210.0,0.0,103.0,51.0,117.0,88.0,219.0,392.0,175.0,77.0,88.0,1417.0,337.0,68.0,50156.0,58667.0,62709.0,85.0,60.0,13.5,14.1,1689.0,22.2,20.3,27.2,18.2,12.2,2.1,14.4,11.5,0.0,5.7,2.8,6.4,4.8,12.0,21.5,9.6,4.2,4.8,77.8,18.5,3.7,3.7,8.0,10.3,14.8,12.9,19.1,17.1,9.6,3.5,0.8,4582.0,33.4,2295.0,31.8,2287.0,34.9,907.0,1326.0,1228.0,98.0,1228.0,666.0,562.0,50.1,49.9,73.9,92.6,7.4,100.0,54.2,45.8,1948.0
chaiya thai restaurant,Food Services,"Restaurant 1,000 - 2,000 Sqft",272 claremont blvd,05/01/2015,,no,"272 claremont blvd, San Francisco, CA, 94127",83097,chaiya thai restaurant,West Portal,86.0,2017.0,37.7410872,-122.4650679,Census Tract 308,6075030800,"http://en.wikipedia.org/wiki/West_Portal,_San_Francisco,_California",3029.0,186139.0,61924.0,576.0,46078.0,2742.0,28.0,1529.0,395.0,698.0,43.0,0.0,54.0,121.0,68.0,294.0,87.0,64.0,480.0,453.0,557.0,416.0,129.0,114.0,2131.0,340.0,319.0,122139.0,162196.0,142927.0,0.0,66.3,6.3,2.8,2742.0,53.9,13.9,24.6,1.5,6.1,0.0,1.9,4.3,2.4,10.4,3.1,2.3,16.9,16.0,19.6,14.7,4.5,4.0,75.1,12.0,11.2,2.2,1.6,4.0,6.9,6.8,9.6,8.1,21.8,13.2,25.9,5667.0,46.4,2723.0,44.8,2944.0,47.9,1451.0,2315.0,2145.0,170.0,2145.0,1666.0,479.0,48.1,51.9,67.6,92.7,7.3,100.0,77.7,22.3,1188.0
native baking company,Food Services,Caterer Retail Food Vehicles,505 gene friend wy,03/29/2013,,no,"505 gene friend wy, San Francisco, CA, 94158",74496,native baking company,Mission Bay,100.0,2016.0,37.768291,-122.39464009999999,Census Tract 607,6075060700,,4334.0,140303.0,68338.0,1798.0,62050.0,3894.0,28.7,2461.0,369.0,968.0,59.0,0.0,61.0,229.0,109.0,402.0,60.0,533.0,466.0,928.0,712.0,222.0,168.0,112.0,3311.0,554.0,127.0,104545.0,131600.0,140140.0,30.0,77.3,7.7,1.4,3894.0,61.5,9.2,24.2,1.5,3.6,0.0,1.5,5.7,2.7,10.0,1.5,13.3,11.6,23.2,17.8,5.5,4.2,2.8,82.7,13.8,3.2,5.7,2.1,9.1,3.0,8.1,10.7,10.4,18.3,12.3,20.4,9083.0,33.1,4888.0,33.8,4195.0,32.3,1645.0,4751.0,4381.0,370.0,4381.0,1506.0,2875.0,53.8,46.2,37.5,92.2,7.8,100.0,34.4,65.6,1951.0
afc sushi  mollie stones #10,Food Services,Take-Out Establishment,635 portola dr,01/01/1996,,no,"635 portola dr, San Francisco, CA, 94127",68257,afc sushi at mollie stones #10,Miraloma Park,97.0,2018.0,37.744876,-122.452425,Census Tract 306,6075030600,http://en.wikipedia.org/wiki/Neighborhoods_in_San_Francisco#Miraloma_Park,1179.0,151917.0,55403.0,206.0,71071.0,1085.0,30.2,737.0,84.0,125.0,9.0,0.0,82.0,105.0,58.0,66.0,133.0,16.0,92.0,122.0,274.0,85.0,24.0,47.0,788.0,192.0,124.0,138056.0,142784.0,152021.0,0.0,68.2,6.4,0.0,1085.0,66.8,7.6,11.3,0.8,13.5,0.0,7.4,9.5,5.3,6.0,12.0,1.4,8.3,11.1,24.8,7.7,2.2,4.3,71.4,17.4,11.2,1.1,1.1,8.2,6.5,4.3,9.2,8.2,14.1,23.0,24.2,2221.0,45.2,1125.0,44.4,1096.0,46.0,577.0,901.0,865.0,36.0,865.0,724.0,141.0,50.7,49.3,66.7,96.0,4.0,100.0,83.7,16.3,8248.0
afc sushi  safeway #739,Food Services,Take-Out Establishment,3350 mission st,01/01/1996,,no,"3350 mission st, San Francisco, CA, 94127",28976,afc sushi safeway 739,Bernal Heights,97.0,2018.0,37.742998,-122.42163799999999,Census Tract 253,6075025300,http://www.sfgate.com/neighborhoods/sf/bernalheights/,3407.0,122970.0,43601.0,976.0,44780.0,3017.0,26.7,1444.0,638.0,579.0,189.0,18.0,181.0,110.0,95.0,167.0,161.0,183.0,19.0,783.0,426.0,408.0,324.0,233.0,2209.0,525.0,364.0,88711.0,111119.0,118585.0,28.0,80.4,8.8,0.8,3017.0,46.5,20.5,18.6,6.1,8.3,0.6,5.8,3.5,3.1,5.4,5.2,5.9,0.6,25.2,13.7,13.1,10.4,7.5,71.1,16.9,11.7,2.7,5.7,4.5,7.6,4.9,16.2,14.5,19.3,10.0,14.6,4362.0,37.3,2296.0,37.1,2066.0,37.4,783.0,1881.0,1767.0,114.0,1767.0,752.0,1015.0,52.6,47.4,44.3,93.9,6.1,100.0,42.6,57.4,8248.0
afc sushi  safeway #1490,Food Services,Take-Out Establishment,2300 16th st,01/01/1996,,no,"2300 16th st, San Francisco, CA, 94103",4478,afc sushi  safeway #1490,Mission,100.0,2017.0,37.765708000000004,-122.409002,Census Tract 177,6075017700,http://www.sfgate.com/neighborhoods/sf/mission/,1109.0,91145.0,45100.0,501.0,35259.0,1077.0,26.4,630.0,220.0,118.0,81.0,0.0,97.0,54.0,33.0,24.0,0.0,30.0,101.0,193.0,236.0,201.0,102.0,13.0,919.0,95.0,70.0,78814.0,90940.0,89669.0,0.0,83.5,2.3,0.0,1077.0,58.1,20.3,10.9,7.5,3.2,0.0,8.9,5.0,3.0,2.2,0.0,2.8,9.3,17.8,21.8,18.5,9.4,1.2,84.8,8.8,6.5,2.6,0.0,10.9,7.4,12.7,13.3,17.7,20.6,9.2,5.5,2128.0,35.2,1308.0,36.9,820.0,32.7,245.0,801.0,744.0,57.0,744.0,164.0,580.0,61.5,38.5,32.9,92.9,7.1,100.0,22.0,78.0,8248.0
afc sushi  safeway #2606,Food Services,Take-Out Establishment,298 king st,01/01/1996,,no,"298 king st, San Francisco, CA, 94107",13671,afc sushi safeway 2606,Mission Bay,91.5,2018.0,37.776491,-122.394175,Census Tract 607,6075060700,,4334.0,140303.0,68338.0,1798.0,62050.0,3894.0,28.7,2461.0,369.0,968.0,59.0,0.0,61.0,229.0,109.0,402.0,60.0,533.0,466.0,928.0,712.0,222.0,168.0,112.0,3311.0,554.0,127.0,104545.0,131600.0,140140.0,30.0,77.3,7.7,1.4,3894.0,61.5,9.2,24.2,1.5,3.6,0.0,1.5,5.7,2.7,10.0,1.5,13.3,11.6,23.2,17.8,5.5,4.2,2.8,82.7,13.8,3.2,5.7,2.1,9.1,3.0,8.1,10.7,10.4,18.3,12.3,20.4,9083.0,33.1,4888.0,33.8,4195.0,32.3,1645.0,4751.0,4381.0,370.0,4381.0,1506.0,2875.0,53.8,46.2,37.5,92.2,7.8,100.0,34.4,65.6,8248.0
the hummus guy corp,Food Services,Caterer Retail Food Vehicles,1 united nations plz,04/01/2013,,no,"1 united nations plz, San Francisco, CA, 94102",66979,the hummus guy,Civic Center,100.0,2016.0,37.780453,-122.41452369999999,Census Tract 124.02,6075012402,"http://en.wikipedia.org/wiki/Civic_Center,_San_Francisco,_California",1439.0,44595.0,23441.0,1570.0,24228.0,1219.0,28.7,489.0,489.0,182.0,72.0,16.0,79.0,75.0,6.0,59.0,10.0,27.0,135.0,166.0,232.0,294.0,153.0,36.0,1056.0,199.0,33.0,18908.0,34463.0,45318.0,150.0,51.9,10.5,20.5,1219.0,38.0,38.0,14.1,5.6,4.3,1.2,6.1,5.8,0.5,4.6,0.8,2.1,10.5,12.9,18.0,22.8,11.9,2.8,82.0,15.5,2.6,26.5,19.0,11.1,10.1,10.5,13.1,5.7,1.6,0.3,2.1,3974.0,36.8,2410.0,38.9,1564.0,34.0,493.0,2517.0,2254.0,263.0,2254.0,94.0,2160.0,60.6,39.4,21.9,89.6,10.4,100.0,4.2,95.8,1948.0
tacos club,Food Services,,2312 market st,05/18/2015,,no,"2312 market st, San Francisco, CA, 94114",74453,tacos club,Duboce Triangle,83.0,2018.0,37.763863799999996,-122.4338815,Census Tract 169,6075016900,"http://en.wikipedia.org/wiki/Duboce_Triangle,_San_Francisco,_California",2714.0,116590.0,58429.0,1458.0,53031.0,2503.0,31.7,1575.0,214.0,558.0,172.0,0.0,129.0,184.0,46.0,302.0,103.0,155.0,158.0,571.0,644.0,117.0,82.0,63.0,1992.0,350.0,212.0,91020.0,105133.0,108409.0,26.0,84.5,5.9,0.0,2503.0,61.7,8.4,21.8,6.7,1.4,0.0,5.1,7.2,1.8,11.8,4.0,6.1,6.2,22.4,25.2,4.6,3.2,2.5,78.0,13.7,8.3,3.6,4.1,7.0,5.0,10.0,12.8,11.3,21.9,13.9,10.2,2924.0,38.6,1822.0,40.3,1102.0,35.4,308.0,1724.0,1589.0,135.0,1589.0,455.0,1134.0,62.3,37.7,19.4,92.2,7.8,100.0,28.6,71.4,1171.0
subway sandwiches,Food Services,,408 montgomery st,02/14/2012,10/16/2017,yes,"408 montgomery st, San Francisco, CA, 94108",93422,subway #28285,Financial District,93.0,2018.0,37.7932126,-122.40271990000001,Census Tract 117,6075011700,http://sanfrancisco.about.com/od/neighborhoodprofiles/ig/sfmaps/financial-district.htm,733.0,55747.0,27841.0,737.0,30855.0,685.0,19.1,234.0,180.0,139.0,0.0,0.0,13.0,56.0,0.0,114.0,71.0,47.0,57.0,102.0,126.0,55.0,54.0,0.0,578.0,58.0,59.0,23165.0,41735.0,56874.0,84.0,54.3,5.2,26.6,685.0,33.7,25.9,20.0,0.0,20.4,0.0,1.9,8.1,0.0,16.4,10.2,6.8,8.2,14.7,18.1,7.9,7.8,0.0,83.2,8.3,8.5,18.3,18.8,16.6,17.0,3.4,10.0,1.6,6.5,4.8,2.9,1783.0,43.6,988.0,44.3,795.0,42.4,292.0,1416.0,1012.0,404.0,1012.0,87.0,925.0,55.4,44.6,28.9,71.5,28.5,100.0,8.6,91.4,2071.0
subway sandwiches,Food Services,,423 bush st,02/14/2012,10/16/2017,yes,"423 bush st, San Francisco, CA, 94108",93431,subway #12181,Downtown / Union Square,89.0,2017.0,37.79061110000001,-122.4045162,Census Tract 117,6075011700,http://www.sfgate.com/neighborhoods/sf/unionsquare/,733.0,55747.0,27841.0,737.0,30855.0,685.0,19.1,234.0,180.0,139.0,0.0,0.0,13.0,56.0,0.0,114.0,71.0,47.0,57.0,102.0,126.0,55.0,54.0,0.0,578.0,58.0,59.0,23165.0,41735.0,56874.0,84.0,54.3,5.2,26.6,685.0,33.7,25.9,20.0,0.0,20.4,0.0,1.9,8.1,0.0,16.4,10.2,6.8,8.2,14.7,18.1,7.9,7.8,0.0,83.2,8.3,8.5,18.3,18.8,16.6,17.0,3.4,10.0,1.6,6.5,4.8,2.9,1783.0,43.6,988.0,44.3,795.0,42.4,292.0,1416.0,1012.0,404.0,1012.0,87.0,925.0,55.4,44.6,28.9,71.5,28.5,100.0,8.6,91.4,2071.0
la promenade cafe,Food Services,"Restaurant Greater Than 2,000 Sqft",3643 balboa st,04/05/2013,,no,"3643 balboa st, San Francisco, CA, 94121",75678,la promenade cafe,Outer Richmond,92.0,2018.0,37.7755035,-122.4981544,Census Tract 478.02,6075047802,http://www.sfgate.com/neighborhoods/sf/outerrichmond/,2749.0,109061.0,35577.0,774.0,40638.0,2542.0,29.7,1111.0,312.0,939.0,65.0,0.0,117.0,80.0,66.0,465.0,37.0,0.0,221.0,403.0,899.0,73.0,63.0,156.0,1683.0,451.0,400.0,86563.0,91548.0,89180.0,20.0,72.3,6.1,0.0,2542.0,43.1,12.1,36.4,2.5,5.9,0.0,4.5,3.1,2.6,18.0,1.4,0.0,8.6,15.6,34.8,2.8,2.4,6.0,65.2,17.5,15.5,1.9,2.3,6.2,6.5,13.1,15.1,22.9,15.3,6.7,9.9,3656.0,41.6,1758.0,40.1,1898.0,42.9,835.0,1617.0,1497.0,120.0,1497.0,550.0,947.0,48.1,51.9,55.8,92.6,7.4,100.0,36.7,63.3,1944.0
shabu club llc,Food Services,"Restaurant 1,000 - 2,000 Sqft",951 clement st,05/01/2013,,no,"951 clement st, San Francisco, CA, 94118",71999,shabu club,Inner Richmond,83.0,2017.0,37.782523499999996,-122.4695899,Census Tract 402,6075040200,http://www.sfgate.com/neighborhoods/sf/innerrichmond/,3170.0,121769.0,41466.0,1037.0,42336.0,2977.0,26.7,1778.0,295.0,680.0,92.0,0.0,78.0,165.0,45.0,378.0,19.0,85.0,422.0,607.0,590.0,324.0,202.0,162.0,2494.0,216.0,340.0,69564.0,97945.0,97788.0,31.0,68.4,2.9,6.1,2977.0,57.8,9.6,22.1,3.0,7.5,0.0,2.5,5.4,1.5,12.3,0.6,2.8,13.7,19.7,19.2,10.5,6.6,5.3,81.1,7.0,11.0,5.9,4.7,4.5,5.1,12.9,18.0,13.8,17.1,5.9,12.1,5191.0,38.8,2483.0,37.9,2708.0,39.9,1126.0,2559.0,2352.0,207.0,2352.0,682.0,1670.0,47.8,52.2,47.9,91.9,8.1,100.0,29.0,71.0,1918.0
dim sum club,Food Services,Multiple,2550 van ness ave,04/14/2014,,no,"2550 van ness ave, San Francisco, CA, 94109",79272,dim sum club,Russian Hill,69.0,2018.0,37.799392499999996,-122.42349879999999,Census Tract 109,6075010900,http://www.sfgate.com/neighborhoods/sf/russianhill/,3335.0,159326.0,80118.0,1774.0,67574.0,3096.0,28.0,2050.0,281.0,640.0,49.0,31.0,41.0,107.0,95.0,267.0,66.0,350.0,404.0,955.0,361.0,208.0,112.0,147.0,2451.0,343.0,350.0,94063.0,134709.0,148930.0,21.0,80.3,5.7,5.0,3096.0,65.2,8.9,20.4,1.6,3.9,1.0,1.3,3.4,3.0,8.5,2.1,11.1,12.8,30.4,11.5,6.6,3.6,4.7,78.0,10.9,11.1,9.2,4.1,7.1,4.5,5.2,13.5,8.0,20.0,8.7,19.7,4320.0,36.6,2020.0,36.8,2300.0,36.3,668.0,2891.0,2628.0,263.0,2628.0,526.0,2102.0,46.8,53.2,25.4,90.9,9.1,100.0,20.0,80.0,1570.0
aquitaine llc,Food Services,"Restaurant Greater Than 2,000 Sqft",175 sutter st,05/01/2013,,no,"175 sutter st, San Francisco, CA, 94104",74763,aquitaine llc,Downtown / Union Square,88.5,2017.0,37.7896994,-122.40330459999998,Census Tract 117,6075011700,http://www.sfgate.com/neighborhoods/sf/unionsquare/,733.0,55747.0,27841.0,737.0,30855.0,685.0,19.1,234.0,180.0,139.0,0.0,0.0,13.0,56.0,0.0,114.0,71.0,47.0,57.0,102.0,126.0,55.0,54.0,0.0,578.0,58.0,59.0,23165.0,41735.0,56874.0,84.0,54.3,5.2,26.6,685.0,33.7,25.9,20.0,0.0,20.4,0.0,1.9,8.1,0.0,16.4,10.2,6.8,8.2,14.7,18.1,7.9,7.8,0.0,83.2,8.3,8.5,18.3,18.8,16.6,17.0,3.4,10.0,1.6,6.5,4.8,2.9,1783.0,43.6,988.0,44.3,795.0,42.4,292.0,1416.0,1012.0,404.0,1012.0,87.0,925.0,55.4,44.6,28.9,71.5,28.5,100.0,8.6,91.4,1918.0
trattoria da vittorio,Food Services,"Restaurant 1,000 - 2,000 Sqft",150 west portal ave,04/23/2013,,no,"150 west portal ave, San Francisco, CA, 94127",70838,trattoria da vittorio,West Portal,84.5,2018.0,37.739222999999996,-122.46766000000001,Census Tract 308,6075030800,"http://en.wikipedia.org/wiki/West_Portal,_San_Francisco,_California",3029.0,186139.0,61924.0,576.0,46078.0,2742.0,28.0,1529.0,395.0,698.0,43.0,0.0,54.0,121.0,68.0,294.0,87.0,64.0,480.0,453.0,557.0,416.0,129.0,114.0,2131.0,340.0,319.0,122139.0,162196.0,142927.0,0.0,66.3,6.3,2.8,2742.0,53.9,13.9,24.6,1.5,6.1,0.0,1.9,4.3,2.4,10.4,3.1,2.3,16.9,16.0,19.6,14.7,4.5,4.0,75.1,12.0,11.2,2.2,1.6,4.0,6.9,6.8,9.6,8.1,21.8,13.2,25.9,5667.0,46.4,2723.0,44.8,2944.0,47.9,1451.0,2315.0,2145.0,170.0,2145.0,1666.0,479.0,48.1,51.9,67.6,92.7,7.3,100.0,77.7,22.3,1926.0
cafe new honolulu,Food Services,Multiple,888 stockton st,02/12/2015,,no,"888 stockton st, San Fracnisco, CA, 94108",82123,cafe new honolulu,Chinatown,77.5,2017.0,37.7938774,-122.40767290000001,Census Tract 118,6075011800,http://www.sfgate.com/neighborhoods/sf/chinatown/,931.0,32698.0,17853.0,280.0,11875.0,770.0,25.1,128.0,419.0,211.0,6.0,0.0,0.0,28.0,9.0,83.0,22.0,14.0,38.0,176.0,47.0,193.0,170.0,12.0,683.0,58.0,51.0,23779.0,44174.0,56098.0,43.0,56.2,14.9,29.7,770.0,16.2,52.9,26.6,0.8,3.5,0.0,0.0,3.5,1.1,10.5,2.8,1.8,4.8,22.2,5.9,24.4,21.5,1.5,86.2,7.3,6.4,19.8,16.2,20.1,8.4,23.6,2.9,1.3,4.9,1.5,1.3,1500.0,50.3,728.0,48.3,772.0,52.4,373.0,800.0,695.0,105.0,695.0,13.0,682.0,48.5,51.5,53.7,86.9,13.1,100.0,1.9,98.1,1266.0
viva goa indian cuisine,Food Services,"Restaurant 1,000 - 2,000 Sqft",2420 lombard st,04/19/2013,,no,"2420 lombard st, San Francisco, CA, 94123",63256,viva goa indian cuisine,Marina,73.5,2018.0,37.799188,-122.441423,Census Tract 128,6075012800,http://www.sfgate.com/neighborhoods/sf/marina/,2875.0,197169.0,83406.0,1634.0,66746.0,2683.0,29.3,1658.0,115.0,820.0,90.0,0.0,85.0,249.0,115.0,195.0,0.0,167.0,736.0,523.0,298.0,199.0,105.0,37.0,2306.0,188.0,215.0,104801.0,142614.0,132260.0,14.0,78.5,5.8,2.7,2683.0,61.2,4.2,30.3,3.3,1.0,0.0,3.1,9.2,4.2,7.2,0.0,6.2,27.2,19.3,11.0,7.3,3.9,1.4,85.1,6.9,7.9,1.3,2.1,6.0,2.4,2.6,19.8,9.0,20.9,14.3,21.6,4106.0,36.6,1872.0,38.2,2234.0,35.1,732.0,2629.0,2363.0,266.0,2363.0,718.0,1645.0,45.6,54.4,31.0,89.9,10.1,100.0,30.4,69.6,1930.0
cafe st jorge,Food Services,,3438 mission st,04/02/2013,03/06/2017,yes,"3438 mission st, San Francisco, CA, 9411",90342,cafe st jorge,Bernal Heights,96.0,2018.0,37.741689,-122.42272460000001,Census Tract 253,6075025300,http://www.sfgate.com/neighborhoods/sf/bernalheights/,3407.0,122970.0,43601.0,976.0,44780.0,3017.0,26.7,1444.0,638.0,579.0,189.0,18.0,181.0,110.0,95.0,167.0,161.0,183.0,19.0,783.0,426.0,408.0,324.0,233.0,2209.0,525.0,364.0,88711.0,111119.0,118585.0,28.0,80.4,8.8,0.8,3017.0,46.5,20.5,18.6,6.1,8.3,0.6,5.8,3.5,3.1,5.4,5.2,5.9,0.6,25.2,13.7,13.1,10.4,7.5,71.1,16.9,11.7,2.7,5.7,4.5,7.6,4.9,16.2,14.5,19.3,10.0,14.6,4362.0,37.3,2296.0,37.1,2066.0,37.4,783.0,1881.0,1767.0,114.0,1767.0,752.0,1015.0,52.6,47.4,44.3,93.9,6.1,100.0,42.6,57.4,1434.0
sichuan home inc,Food Services,"Restaurant 1,000 - 2,000 Sqft",5037 geary blvd,04/01/2013,,no,"5037 geary blvd, San Francisco, CA, 94118",88063,sichuan home inc,Inner Richmond,75.0,2017.0,37.7804054,-122.4736471,Census Tract 476,6075047600,http://www.sfgate.com/neighborhoods/sf/innerrichmond/,3137.0,99619.0,35493.0,1058.0,37306.0,2876.0,28.1,1454.0,487.0,656.0,180.0,0.0,98.0,102.0,27.0,309.0,218.0,233.0,194.0,421.0,770.0,371.0,153.0,104.0,2384.0,241.0,357.0,65682.0,83187.0,85930.0,117.0,67.1,4.4,5.1,2876.0,48.5,16.2,21.9,6.0,7.4,0.0,3.3,3.4,0.9,10.3,7.3,7.8,6.5,14.0,25.7,12.4,5.1,3.5,79.5,8.0,11.9,3.8,7.1,6.6,12.7,8.3,18.4,11.7,17.2,6.8,7.3,5137.0,41.4,2432.0,40.7,2705.0,42.2,1199.0,2338.0,2173.0,165.0,2173.0,890.0,1283.0,47.3,52.7,55.2,92.9,7.1,100.0,41.0,59.0,1948.0
tai chi restaurant,Food Services,"Restaurant Greater Than 2,000 Sqft",2031 polk st,05/03/2013,,no,"2031 polk st, San Francisco, CA, 94109",72049,tai chi restaurant,Polk Gulch,80.0,2018.0,37.7954896,-122.42197240000002,Census Tract 110,6075011000,"http://en.wikipedia.org/wiki/Polk_Gulch,_San_Francisco,_California",3782.0,89988.0,40628.0,1542.0,34383.0,3469.0,28.7,1306.0,775.0,957.0,50.0,0.0,121.0,348.0,141.0,400.0,198.0,89.0,303.0,801.0,257.0,765.0,88.0,26.0,3236.0,149.0,152.0,53542.0,83809.0,78090.0,109.0,72.2,6.5,17.6,3469.0,36.9,21.9,27.1,1.4,12.7,0.0,3.4,9.8,4.0,11.3,5.6,2.5,8.6,22.6,7.3,21.6,2.5,0.7,91.5,4.2,4.3,4.6,6.4,10.4,7.6,17.8,16.1,11.9,13.9,3.5,7.9,4827.0,35.8,2270.0,37.1,2557.0,34.5,766.0,2714.0,2475.0,239.0,2475.0,357.0,2118.0,47.0,53.0,30.9,91.2,8.8,100.0,14.4,85.6,1916.0
