business_name,category,lic_code,street_address,business_start_date,business_end_date,isClosed,full_address,business_id,name,district,MA,year,latitude,longitude,tract,GEOID10,link,HC01_VC05,HC01_VC113,HC01_VC115,HC01_VC117,HC01_VC121,HC01_VC28,HC01_VC36,HC01_VC41,HC01_VC42,HC01_VC43,HC01_VC44,HC01_VC50,HC01_VC51,HC01_VC52,HC01_VC53,HC01_VC54,HC01_VC55,HC01_VC56,HC01_VC57,HC01_VC58,HC01_VC59,HC01_VC60,HC01_VC61,HC01_VC62,HC01_VC67,HC01_VC68,HC01_VC69,HC01_VC85,HC01_VC86,HC01_VC89,HC01_VC99,HC03_VC05,HC03_VC13,HC03_VC156,HC03_VC28,HC03_VC41,HC03_VC42,HC03_VC43,HC03_VC44,HC03_VC45,HC03_VC50,HC03_VC51,HC03_VC52,HC03_VC53,HC03_VC54,HC03_VC55,HC03_VC56,HC03_VC57,HC03_VC58,HC03_VC59,HC03_VC60,HC03_VC61,HC03_VC62,HC03_VC67,HC03_VC68,HC03_VC69,HC03_VC75,HC03_VC76,HC03_VC77,HC03_VC78,HC03_VC79,HC03_VC80,HC03_VC81,HC03_VC82,HC03_VC83,HC03_VC84,HD01_S001,HD01_S020,HD01_S026,HD01_S045,HD01_S051,HD01_S070,HD01_S151,HD01_S169,HD01_S170,HD01_S171,HD01_S180,HD01_S181,HD01_S184,HD02_S026,HD02_S051,HD02_S151,HD02_S170,HD02_S171,HD02_S180,HD02_S181,HD02_S184,Age
milkbomb ice cream,Food Services,"Restaurant Less Than 1,000 Sqft",415 de haro st unit 105,06/07/2017,,no,"415 de haro st unit 105, San Francisco, CA, 94107",91979,milkbomb ice cream,Potrero Hill,95.0,2018.0,37.7645926,-122.40131070000001,Census Tract 227.04,6075022704,http://www.sfgate.com/neighborhoods/sf/potrerohill/,2334.0,203611.0,81480.0,880.0,76949.0,2190.0,27.2,1472.0,111.0,497.0,85.0,0.0,220.0,206.0,91.0,320.0,112.0,176.0,98.0,435.0,308.0,151.0,77.0,23.0,1783.0,176.0,258.0,135505.0,163455.0,154404.0,0.0,81.8,5.0,0.0,2190.0,66.4,5.0,22.4,3.8,2.3,0.0,9.9,9.3,4.1,14.4,5.1,7.9,4.4,19.6,13.9,6.8,3.5,1.0,80.4,7.9,11.6,0.5,3.0,4.5,5.4,3.6,6.1,13.1,18.3,20.2,25.3,3122.0,39.2,1673.0,39.8,1449.0,38.3,649.0,1717.0,1611.0,106.0,1611.0,866.0,745.0,53.6,46.4,40.3,93.8,6.2,100.0,53.8,46.2,420.0
crown  acre,Food Services,"Restaurant Greater Than 2,000 Sqft",615 sacramento st,06/01/2017,,no,"615 sacramento st, San Francisco, CA, 94111",91013,crown  acre,Financial District,72.0,2017.0,37.7935846,-122.4034315,Census Tract 117,6075011700,http://sanfrancisco.about.com/od/neighborhoodprofiles/ig/sfmaps/financial-district.htm,733.0,55747.0,27841.0,737.0,30855.0,685.0,19.1,234.0,180.0,139.0,0.0,0.0,13.0,56.0,0.0,114.0,71.0,47.0,57.0,102.0,126.0,55.0,54.0,0.0,578.0,58.0,59.0,23165.0,41735.0,56874.0,84.0,54.3,5.2,26.6,685.0,33.7,25.9,20.0,0.0,20.4,0.0,1.9,8.1,0.0,16.4,10.2,6.8,8.2,14.7,18.1,7.9,7.8,0.0,83.2,8.3,8.5,18.3,18.8,16.6,17.0,3.4,10.0,1.6,6.5,4.8,2.9,1783.0,43.6,988.0,44.3,795.0,42.4,292.0,1416.0,1012.0,404.0,1012.0,87.0,925.0,55.4,44.6,28.9,71.5,28.5,100.0,8.6,91.4,426.0
ritual coffee,Food Services,,2299 market st unit a,01/01/2008,,no,"2299 market st unit a, San Francisco, CA, 94114",91829,ritual coffee roasters,Castro,96.0,2017.0,37.7640799,-122.4327894,Census Tract 203,6075020300,http://www.sfgate.com/neighborhoods/sf/castro/,2304.0,147843.0,65569.0,1158.0,58931.0,2106.0,26.0,1353.0,298.0,433.0,32.0,0.0,29.0,104.0,47.0,383.0,28.0,103.0,80.0,449.0,519.0,285.0,58.0,56.0,1701.0,287.0,153.0,100575.0,114440.0,114374.0,19.0,85.2,7.1,0.0,2106.0,63.2,13.9,20.2,1.5,1.2,0.0,1.4,4.9,2.2,17.9,1.3,4.8,3.7,21.0,24.2,13.3,2.7,2.6,79.4,13.4,7.1,1.5,1.4,3.6,7.6,6.8,21.6,6.6,21.5,12.4,17.0,3034.0,37.8,1865.0,39.4,1169.0,34.3,333.0,1782.0,1661.0,121.0,1661.0,449.0,1212.0,61.5,38.5,20.0,93.2,6.8,100.0,27.0,73.0,3865.0
tartine commissary,Food Services,Commissary,550 alabama st,03/10/2014,,no,"550 alabama st, San Francisco, CA, 9411",91852,tartine commissary,Mission,93.5,2018.0,37.762179499999995,-122.41188629999999,Census Tract 228.01,6075022801,http://www.sfgate.com/neighborhoods/sf/mission/,3312.0,118238.0,46303.0,1092.0,43098.0,3154.0,23.9,1296.0,460.0,546.0,682.0,26.0,625.0,196.0,84.0,238.0,60.0,150.0,164.0,699.0,295.0,482.0,117.0,65.0,2678.0,189.0,334.0,77212.0,118754.0,122850.0,50.0,81.0,3.4,11.4,3154.0,40.5,14.4,17.1,21.3,6.8,0.8,19.5,6.1,2.6,7.4,1.9,4.7,5.1,21.8,9.2,15.1,3.7,2.0,83.7,5.9,10.4,6.6,1.8,8.1,5.0,12.9,10.7,18.5,7.4,11.4,17.7,5078.0,34.5,2770.0,34.9,2308.0,34.0,836.0,1971.0,1850.0,121.0,1850.0,694.0,1156.0,54.5,45.5,45.2,93.9,6.1,100.0,37.5,62.5,1605.0
mixt greens,Food Services,"Restaurant 1,000 - 2,000 Sqft",3130 fillmore st,01/04/2012,,no,"3130 fillmore st, San Francisco, CA, 94123",92444,mixt greens,Union Street,89.5,2017.0,37.798590399999995,-122.4355986,Census Tract 129.02,6075012902,,2794.0,206704.0,88042.0,1563.0,71676.0,2634.0,31.8,1701.0,57.0,818.0,58.0,0.0,156.0,91.0,125.0,234.0,109.0,202.0,431.0,617.0,340.0,160.0,128.0,41.0,2357.0,150.0,127.0,101701.0,139999.0,141936.0,0.0,84.0,5.7,0.0,2634.0,64.6,2.2,31.1,2.2,0.0,0.0,5.9,3.5,4.7,8.9,4.1,7.7,16.4,23.4,12.9,6.1,4.9,1.6,89.5,5.7,4.8,1.6,4.5,7.4,2.9,4.6,10.0,14.3,23.9,14.4,16.4,3376.0,32.8,1534.0,33.1,1842.0,32.4,482.0,2215.0,2023.0,192.0,2023.0,365.0,1658.0,45.4,54.6,23.8,91.3,8.7,100.0,18.0,82.0,2401.0
general tso kitchen inc,Food Services,"Restaurant Greater Than 2,000 Sqft",3741 geary blvd,06/14/2017,,no,"3741 geary blvd, San Francisco, CA, 94118",93549,general tso kitchen inc,Inner Richmond,96.0,2017.0,37.7809632,-122.459617,Census Tract 451,6075045100,http://www.sfgate.com/neighborhoods/sf/innerrichmond/,2879.0,123882.0,51025.0,1150.0,45673.0,2589.0,31.1,1448.0,271.0,839.0,74.0,0.0,38.0,197.0,98.0,251.0,44.0,101.0,366.0,532.0,679.0,249.0,46.0,91.0,2359.0,232.0,101.0,73750.0,110322.0,120886.0,12.0,69.8,6.5,2.0,2589.0,53.8,10.1,31.2,2.7,2.2,0.0,1.4,7.3,3.6,9.3,1.6,3.8,13.6,19.8,25.2,9.2,1.7,3.4,87.6,8.6,3.8,4.0,4.3,7.7,6.6,15.0,12.4,16.3,16.1,3.8,13.7,4996.0,36.0,2420.0,35.0,2576.0,37.2,963.0,2290.0,2150.0,140.0,2150.0,616.0,1534.0,48.4,51.6,44.8,93.9,6.1,100.0,28.7,71.3,413.0
subway sandwiches 67223,Food Services,Take-Out Establishment,350 bay st unit 1,06/14/2017,,no,"350 bay st unit 1, San Francisco, CA, 94133",88568,subway sanwiches 67223,Fishermans Wharf,94.0,2018.0,37.805912400000004,-122.4127881,Census Tract 101,6075010100,http://www.sfgate.com/neighborhoods/sf/fishermanswharf/,2236.0,92317.0,41840.0,1568.0,50106.0,2060.0,28.0,1279.0,230.0,490.0,22.0,0.0,44.0,45.0,35.0,217.0,26.0,96.0,381.0,626.0,267.0,221.0,105.0,36.0,1762.0,122.0,215.0,54095.0,69502.0,85671.0,43.0,65.1,6.1,21.4,2060.0,60.9,11.0,23.3,1.0,3.7,0.0,2.1,2.1,1.7,10.3,1.2,4.6,18.2,29.8,12.7,10.5,5.0,1.7,83.9,5.8,10.2,10.5,11.3,12.2,1.8,11.6,15.0,13.2,13.0,6.4,4.9,3739.0,38.7,1754.0,38.5,1985.0,39.1,713.0,2267.0,2090.0,177.0,2090.0,383.0,1707.0,46.9,53.1,34.1,92.2,7.8,100.0,18.3,81.7,413.0
jakes steaks,Food Services,"Restaurant Less Than 1,000 Sqft",3301 buchanan st,03/27/2017,,no,"3301 buchanan st, San Francisco, CA, 94123",91853,jakes steaks,Marina,91.0,2018.0,37.8005526,-122.43299040000001,Census Tract 129.02,6075012902,http://www.sfgate.com/neighborhoods/sf/marina/,2794.0,206704.0,88042.0,1563.0,71676.0,2634.0,31.8,1701.0,57.0,818.0,58.0,0.0,156.0,91.0,125.0,234.0,109.0,202.0,431.0,617.0,340.0,160.0,128.0,41.0,2357.0,150.0,127.0,101701.0,139999.0,141936.0,0.0,84.0,5.7,0.0,2634.0,64.6,2.2,31.1,2.2,0.0,0.0,5.9,3.5,4.7,8.9,4.1,7.7,16.4,23.4,12.9,6.1,4.9,1.6,89.5,5.7,4.8,1.6,4.5,7.4,2.9,4.6,10.0,14.3,23.9,14.4,16.4,3376.0,32.8,1534.0,33.1,1842.0,32.4,482.0,2215.0,2023.0,192.0,2023.0,365.0,1658.0,45.4,54.6,23.8,91.3,8.7,100.0,18.0,82.0,492.0
two jacks,Food Services,"Restaurant Less Than 1,000 Sqft",984 gilman ave,01/01/1984,,no,"984 gilman ave, San Francisco, CA, 94124",941,two jacks seafood #2,Bret Harte,94.0,2018.0,37.718016,-122.38769599999999,Census Tract 234,6075023400,,1487.0,56079.0,17238.0,255.0,19772.0,1260.0,31.5,158.0,441.0,269.0,182.0,0.0,46.0,204.0,33.0,95.0,113.0,0.0,30.0,108.0,144.0,276.0,238.0,47.0,1100.0,130.0,104.0,36544.0,57646.0,65198.0,210.0,58.2,10.3,37.5,1260.0,11.8,33.1,20.2,13.6,21.3,0.0,3.4,15.3,2.5,7.1,8.5,0.0,2.2,8.1,10.8,20.7,17.8,3.5,82.5,9.7,7.8,8.3,10.6,7.4,22.7,9.6,21.3,3.0,6.3,9.5,1.4,3660.0,30.3,1719.0,29.3,1941.0,31.4,735.0,1044.0,964.0,80.0,964.0,386.0,578.0,47.0,53.0,76.2,92.3,7.7,100.0,40.0,60.0,12631.0
true laurel,Food Services,"Restaurant 1,000 - 2,000 Sqft",753 alabama st,09/06/2016,,no,"753 alabama st, San Francisco, CA, 9411",92814,true laurel,Mission,94.0,2018.0,37.7595126,-122.411448,Census Tract 228.01,6075022801,http://www.sfgate.com/neighborhoods/sf/mission/,3312.0,118238.0,46303.0,1092.0,43098.0,3154.0,23.9,1296.0,460.0,546.0,682.0,26.0,625.0,196.0,84.0,238.0,60.0,150.0,164.0,699.0,295.0,482.0,117.0,65.0,2678.0,189.0,334.0,77212.0,118754.0,122850.0,50.0,81.0,3.4,11.4,3154.0,40.5,14.4,17.1,21.3,6.8,0.8,19.5,6.1,2.6,7.4,1.9,4.7,5.1,21.8,9.2,15.1,3.7,2.0,83.7,5.9,10.4,6.6,1.8,8.1,5.0,12.9,10.7,18.5,7.4,11.4,17.7,5078.0,34.5,2770.0,34.9,2308.0,34.0,836.0,1971.0,1850.0,121.0,1850.0,694.0,1156.0,54.5,45.5,45.2,93.9,6.1,100.0,37.5,62.5,694.0
kaisen don,Food Services,"Restaurant Less Than 1,000 Sqft",1939 ocean ave ave,07/06/2017,,no,"1939 ocean ave ave, San Francisco, CA, 94127",93073,kaisen don,Ingleside Terraces,94.0,2018.0,37.725387,-122.4632436,Census Tract 309,6075030900,"http://en.wikipedia.org/wiki/Ingleside_Terraces,_San_Francisco,_California",3481.0,205482.0,64465.0,682.0,70591.0,3212.0,25.7,2302.0,137.0,676.0,132.0,0.0,134.0,220.0,113.0,154.0,96.0,110.0,365.0,766.0,811.0,173.0,118.0,263.0,2200.0,710.0,413.0,144900.0,180515.0,184113.0,0.0,61.7,4.5,1.1,3212.0,69.3,4.1,20.3,4.0,2.3,0.0,4.0,6.6,3.4,4.6,2.9,3.3,11.0,23.1,24.4,5.2,3.6,7.9,66.2,21.4,12.4,1.3,1.4,2.1,3.4,5.6,13.0,9.6,15.0,18.5,30.1,6581.0,46.9,3150.0,46.3,3431.0,47.6,1766.0,2435.0,2345.0,90.0,2345.0,2094.0,251.0,47.9,52.1,75.3,96.3,3.7,100.0,89.3,10.7,391.0
outer orbit,Food Services,Mechanical Amusement,3215 mission st,08/31/2016,,no,"3215 mission st, San Francisco, CA, 9411",93500,outer orbit,Bernal Heights,100.0,2017.0,37.7452526,-122.4198439,Census Tract 253,6075025300,http://www.sfgate.com/neighborhoods/sf/bernalheights/,3407.0,122970.0,43601.0,976.0,44780.0,3017.0,26.7,1444.0,638.0,579.0,189.0,18.0,181.0,110.0,95.0,167.0,161.0,183.0,19.0,783.0,426.0,408.0,324.0,233.0,2209.0,525.0,364.0,88711.0,111119.0,118585.0,28.0,80.4,8.8,0.8,3017.0,46.5,20.5,18.6,6.1,8.3,0.6,5.8,3.5,3.1,5.4,5.2,5.9,0.6,25.2,13.7,13.1,10.4,7.5,71.1,16.9,11.7,2.7,5.7,4.5,7.6,4.9,16.2,14.5,19.3,10.0,14.6,4362.0,37.3,2296.0,37.1,2066.0,37.4,783.0,1881.0,1767.0,114.0,1767.0,752.0,1015.0,52.6,47.4,44.3,93.9,6.1,100.0,42.6,57.4,700.0
hollow cow,Food Services,Multiple,1875 union st,12/15/2015,,no,"1875 union st, San Francisco, CA, 94123",86160,hollow cow,Union Street,87.0,2018.0,37.797595,-122.430039,Census Tract 130,6075013000,,2955.0,228543.0,87868.0,1717.0,71603.0,2733.0,31.9,1813.0,146.0,784.0,10.0,0.0,38.0,241.0,17.0,254.0,13.0,160.0,580.0,901.0,296.0,123.0,100.0,43.0,2408.0,114.0,244.0,95179.0,137856.0,134382.0,0.0,83.9,6.4,2.6,2733.0,65.5,5.3,28.3,0.4,0.5,0.0,1.4,8.7,0.6,9.2,0.5,5.8,21.0,32.6,10.7,4.4,3.6,1.6,87.1,4.1,8.8,5.3,1.3,8.4,4.0,5.9,16.1,9.8,15.6,17.8,15.7,4044.0,34.9,1860.0,35.4,2184.0,34.3,609.0,2678.0,2409.0,269.0,2409.0,598.0,1811.0,46.0,54.0,25.3,90.0,10.0,100.0,24.8,75.2,960.0
iron horse,Food Services,Bars/taverns W/food Prep,25 maiden ln,01/31/2017,,no,"25 maiden ln, San Francisco, CA, 94108",92409,iron horse,Downtown / Union Square,98.0,2017.0,37.7883185,-122.40401100000001,Census Tract 117,6075011700,http://www.sfgate.com/neighborhoods/sf/unionsquare/,733.0,55747.0,27841.0,737.0,30855.0,685.0,19.1,234.0,180.0,139.0,0.0,0.0,13.0,56.0,0.0,114.0,71.0,47.0,57.0,102.0,126.0,55.0,54.0,0.0,578.0,58.0,59.0,23165.0,41735.0,56874.0,84.0,54.3,5.2,26.6,685.0,33.7,25.9,20.0,0.0,20.4,0.0,1.9,8.1,0.0,16.4,10.2,6.8,8.2,14.7,18.1,7.9,7.8,0.0,83.2,8.3,8.5,18.3,18.8,16.6,17.0,3.4,10.0,1.6,6.5,4.8,2.9,1783.0,43.6,988.0,44.3,795.0,42.4,292.0,1416.0,1012.0,404.0,1012.0,87.0,925.0,55.4,44.6,28.9,71.5,28.5,100.0,8.6,91.4,547.0
lite bite inc,Food Services,"Restaurant 1,000 - 2,000 Sqft",220 montgomery st ste 126,07/25/2011,,no,"220 montgomery st ste 126, San Francisco, CA, 94104",90831,lite bite inc,Financial District,93.0,2017.0,37.7912944,-122.40190600000001,Census Tract 117,6075011700,http://sanfrancisco.about.com/od/neighborhoodprofiles/ig/sfmaps/financial-district.htm,733.0,55747.0,27841.0,737.0,30855.0,685.0,19.1,234.0,180.0,139.0,0.0,0.0,13.0,56.0,0.0,114.0,71.0,47.0,57.0,102.0,126.0,55.0,54.0,0.0,578.0,58.0,59.0,23165.0,41735.0,56874.0,84.0,54.3,5.2,26.6,685.0,33.7,25.9,20.0,0.0,20.4,0.0,1.9,8.1,0.0,16.4,10.2,6.8,8.2,14.7,18.1,7.9,7.8,0.0,83.2,8.3,8.5,18.3,18.8,16.6,17.0,3.4,10.0,1.6,6.5,4.8,2.9,1783.0,43.6,988.0,44.3,795.0,42.4,292.0,1416.0,1012.0,404.0,1012.0,87.0,925.0,55.4,44.6,28.9,71.5,28.5,100.0,8.6,91.4,2564.0
izakaya roku,Food Services,"Restaurant 1,000 - 2,000 Sqft",1819 market st,07/20/2012,,no,"1819 market st, San Francisco, CA, 94103",69653,izakaya roku,Mint Hill,88.0,2016.0,37.7714,-122.42388700000001,Census Tract 202,6075020200,,3703.0,62650.0,43084.0,2099.0,38185.0,3378.0,28.5,1856.0,517.0,734.0,187.0,13.0,125.0,194.0,53.0,489.0,110.0,220.0,248.0,498.0,645.0,509.0,254.0,52.0,2868.0,217.0,325.0,54520.0,78630.0,84001.0,122.0,71.2,7.9,17.3,3378.0,54.4,15.2,21.5,5.5,3.4,0.4,3.7,5.7,1.6,14.3,3.2,6.5,7.3,14.6,18.9,14.9,7.4,1.5,84.1,6.4,9.5,8.6,7.5,8.6,6.3,15.2,13.5,8.3,19.8,5.0,7.2,6269.0,36.3,3474.0,37.4,2795.0,35.1,894.0,3390.0,3228.0,162.0,3228.0,539.0,2689.0,55.4,44.6,27.7,95.2,4.8,100.0,16.7,83.3,2203.0
starbucks coffee#28986,Food Services,"Restaurant 1,000 - 2,000 Sqft",2675 geary blvd e104,03/03/1992,,no,"2675 geary blvd e104, San Francisco, CA, 94115",89633,starbucks coffee,Anza Vista,97.0,2018.0,37.7821682,-122.4464584,Census Tract 157,6075015700,"http://en.wikipedia.org/wiki/Anza_Vista,_San_Francisco",4427.0,148129.0,38746.0,1487.0,35619.0,3923.0,25.3,2102.0,407.0,1367.0,189.0,13.0,63.0,193.0,106.0,396.0,113.0,86.0,370.0,841.0,1287.0,258.0,330.0,127.0,3351.0,513.0,319.0,90035.0,114930.0,121494.0,44.0,62.3,5.5,0.9,3923.0,50.3,9.7,32.7,4.5,2.8,0.3,1.5,4.6,2.5,9.5,2.7,2.1,8.8,20.1,30.8,6.2,7.9,3.0,80.1,12.3,7.6,10.0,4.5,2.1,0.8,7.2,8.2,21.8,16.9,12.6,16.0,7832.0,27.6,3523.0,29.9,4309.0,25.2,876.0,2754.0,2575.0,179.0,2575.0,840.0,1735.0,45.0,55.0,34.0,93.5,6.5,100.0,32.6,67.4,9647.0
noodle girl llc,Food Services,Caterer,2948 folsom st,07/21/2017,,no,"2948 folsom st, San Francisco, CA, 9411",92670,noodle girl llc,Mission,100.0,2018.0,37.7501803,-122.4140972,Census Tract 229.01,6075022901,http://www.sfgate.com/neighborhoods/sf/mission/,2768.0,60648.0,29470.0,742.0,31537.0,2380.0,27.4,912.0,590.0,521.0,163.0,12.0,151.0,185.0,75.0,246.0,19.0,224.0,165.0,255.0,378.0,557.0,141.0,29.0,1899.0,252.0,286.0,50493.0,75614.0,80572.0,59.0,77.1,12.0,14.4,2380.0,37.4,24.2,21.4,6.7,10.3,0.5,6.2,7.6,3.1,10.1,0.8,9.2,6.8,10.5,15.5,22.9,5.8,1.2,77.9,10.3,11.7,5.9,3.1,14.8,10.7,15.0,21.9,7.0,6.9,8.5,6.3,4640.0,31.6,2464.0,31.1,2176.0,32.4,786.0,1500.0,1410.0,90.0,1410.0,276.0,1134.0,53.1,46.9,55.7,94.0,6.0,100.0,19.6,80.4,376.0
kaiju cooks,Food Services,"Restaurant Less Than 1,000 Sqft",1650 balboa st,07/20/2017,,no,"1650 balboa st, San Francisco, CA, 94121",92453,kaiju cooks,Inner Richmond,85.0,2017.0,37.776797200000004,-122.4767905,Census Tract 476,6075047600,http://www.sfgate.com/neighborhoods/sf/innerrichmond/,3137.0,99619.0,35493.0,1058.0,37306.0,2876.0,28.1,1454.0,487.0,656.0,180.0,0.0,98.0,102.0,27.0,309.0,218.0,233.0,194.0,421.0,770.0,371.0,153.0,104.0,2384.0,241.0,357.0,65682.0,83187.0,85930.0,117.0,67.1,4.4,5.1,2876.0,48.5,16.2,21.9,6.0,7.4,0.0,3.3,3.4,0.9,10.3,7.3,7.8,6.5,14.0,25.7,12.4,5.1,3.5,79.5,8.0,11.9,3.8,7.1,6.6,12.7,8.3,18.4,11.7,17.2,6.8,7.3,5137.0,41.4,2432.0,40.7,2705.0,42.2,1199.0,2338.0,2173.0,165.0,2173.0,890.0,1283.0,47.3,52.7,55.2,92.9,7.1,100.0,41.0,59.0,377.0
doma sushi bar,Food Services,"Restaurant Less Than 1,000 Sqft",433 precita ave,07/24/2017,,no,"433 precita ave, San Francisco, CA, 9411",92984,doma sushi bar,Bernal Heights,100.0,2017.0,37.747428899999996,-122.4106557,Census Tract 252,6075025200,http://www.sfgate.com/neighborhoods/sf/bernalheights/,3511.0,132248.0,52509.0,1011.0,46433.0,3304.0,27.4,1860.0,759.0,510.0,185.0,0.0,51.0,160.0,60.0,230.0,126.0,177.0,123.0,748.0,682.0,688.0,226.0,126.0,2590.0,556.0,251.0,98815.0,129965.0,134279.0,45.0,74.8,3.2,3.3,3304.0,54.8,22.3,15.0,5.4,2.4,0.0,1.5,4.7,1.8,6.8,3.7,5.2,3.6,22.0,20.1,20.3,6.7,3.7,76.2,16.4,7.4,1.6,2.2,4.1,7.1,9.8,13.5,13.0,20.6,9.5,18.6,5369.0,40.0,2673.0,40.0,2696.0,39.9,1078.0,2257.0,2125.0,132.0,2125.0,1258.0,867.0,49.8,50.2,50.7,94.2,5.8,100.0,59.2,40.8,373.0
little kite,Food Services,,3515 20th st,10/01/2016,07/31/2017,yes,"3515 20th st, San Francisco, CA, 9411",93490,little kite,Mission,72.0,2018.0,37.7584217,-122.41959809999999,Census Tract 208,6075020800,http://www.sfgate.com/neighborhoods/sf/mission/,4868.0,65801.0,31221.0,1537.0,28039.0,4535.0,32.2,1567.0,1354.0,861.0,391.0,48.0,279.0,240.0,46.0,271.0,222.0,167.0,130.0,960.0,690.0,1121.0,307.0,83.0,3610.0,415.0,539.0,56346.0,77581.0,89857.0,22.0,79.4,6.2,15.1,4535.0,34.3,29.7,18.9,8.6,8.6,1.1,6.1,5.3,1.0,5.9,4.9,3.7,2.8,21.0,15.1,24.6,6.7,1.8,79.1,9.1,11.8,4.2,10.8,12.4,9.0,10.8,11.0,13.1,13.8,7.9,7.1,6577.0,34.5,3791.0,34.5,2786.0,34.5,976.0,2718.0,2543.0,175.0,2543.0,432.0,2111.0,57.6,42.4,38.4,93.6,6.4,100.0,17.0,83.0,303.0
loving cup,Food Services,"Restaurant Less Than 1,000 Sqft",2201 union st,10/06/2008,,no,"2201 union st, San Francisco, CA, 94123",92476,loving cup,Union Street,93.0,2018.0,37.7969706,-122.43564070000001,Census Tract 130,6075013000,,2955.0,228543.0,87868.0,1717.0,71603.0,2733.0,31.9,1813.0,146.0,784.0,10.0,0.0,38.0,241.0,17.0,254.0,13.0,160.0,580.0,901.0,296.0,123.0,100.0,43.0,2408.0,114.0,244.0,95179.0,137856.0,134382.0,0.0,83.9,6.4,2.6,2733.0,65.5,5.3,28.3,0.4,0.5,0.0,1.4,8.7,0.6,9.2,0.5,5.8,21.0,32.6,10.7,4.4,3.6,1.6,87.1,4.1,8.8,5.3,1.3,8.4,4.0,5.9,16.1,9.8,15.6,17.8,15.7,4044.0,34.9,1860.0,35.4,2184.0,34.3,609.0,2678.0,2409.0,269.0,2409.0,598.0,1811.0,46.0,54.0,25.3,90.0,10.0,100.0,24.8,75.2,3586.0
barrel proof,Food Services,Multiple,2331 mission st,05/01/2017,,no,"2331 mission st, San Francisco, CA, 9411",91760,barrel proof,Mission,94.0,2018.0,37.759705700000005,-122.4189591,Census Tract 208,6075020800,http://www.sfgate.com/neighborhoods/sf/mission/,4868.0,65801.0,31221.0,1537.0,28039.0,4535.0,32.2,1567.0,1354.0,861.0,391.0,48.0,279.0,240.0,46.0,271.0,222.0,167.0,130.0,960.0,690.0,1121.0,307.0,83.0,3610.0,415.0,539.0,56346.0,77581.0,89857.0,22.0,79.4,6.2,15.1,4535.0,34.3,29.7,18.9,8.6,8.6,1.1,6.1,5.3,1.0,5.9,4.9,3.7,2.8,21.0,15.1,24.6,6.7,1.8,79.1,9.1,11.8,4.2,10.8,12.4,9.0,10.8,11.0,13.1,13.8,7.9,7.1,6577.0,34.5,3791.0,34.5,2786.0,34.5,976.0,2718.0,2543.0,175.0,2543.0,432.0,2111.0,57.6,42.4,38.4,93.6,6.4,100.0,17.0,83.0,457.0
souvla catering,Food Services,Commissary,532 jessie st,06/01/2017,,no,"532 jessie st, San Francisco, CA, 94103",92149,souvla catering,South of Market,100.0,2018.0,37.781056899999996,-122.40995900000001,Census Tract 176.01,6075017601,http://www.sfgate.com/neighborhoods/sf/soma/,3188.0,49387.0,25330.0,2221.0,25938.0,2657.0,25.0,951.0,626.0,894.0,215.0,0.0,139.0,177.0,44.0,319.0,70.0,197.0,247.0,364.0,617.0,641.0,74.0,95.0,2522.0,334.0,128.0,23099.0,46745.0,61388.0,259.0,60.9,5.9,12.7,2657.0,31.9,21.0,30.0,7.2,10.0,0.0,4.7,5.9,1.5,10.7,2.3,6.6,8.3,12.2,20.7,21.5,2.5,3.2,84.5,11.2,4.3,17.8,16.6,18.0,5.9,6.8,10.1,11.3,9.5,1.8,2.3,7630.0,41.5,4723.0,42.8,2907.0,39.0,1029.0,5296.0,4321.0,975.0,4321.0,407.0,3914.0,61.9,38.1,23.8,81.6,18.4,100.0,9.4,90.6,426.0
nourish cafe,Food Services,"Restaurant 1,000 - 2,000 Sqft",1030 hyde st,05/01/2014,,no,"1030 hyde st, San Francisco, CA, 94109",91133,nourish cafe,Nob Hill,97.0,2018.0,37.7905176,-122.4170789,Census Tract 111,6075011100,http://www.sfgate.com/neighborhoods/sf/nobhill/,2963.0,71447.0,41223.0,1926.0,43697.0,2822.0,26.9,1387.0,495.0,796.0,54.0,0.0,0.0,154.0,141.0,378.0,90.0,64.0,453.0,549.0,379.0,436.0,85.0,93.0,2459.0,219.0,137.0,49506.0,70126.0,76429.0,41.0,63.8,4.8,6.6,2822.0,49.1,17.5,28.2,1.9,3.2,0.0,0.0,5.5,5.0,13.4,3.2,2.3,16.1,19.5,13.4,15.5,3.0,3.3,87.1,7.8,4.9,9.8,4.8,11.6,10.4,14.0,17.7,10.1,12.3,4.3,5.0,5164.0,37.8,2711.0,38.9,2453.0,36.3,748.0,3388.0,3073.0,315.0,3073.0,236.0,2837.0,52.5,47.5,24.3,90.7,9.3,100.0,7.7,92.3,1553.0
