tract,GEOID10,link,HC01_VC05,HC01_VC113,HC01_VC115,HC01_VC117,HC01_VC121,HC01_VC28,HC01_VC36,HC01_VC41,HC01_VC42,HC01_VC43,HC01_VC44,HC01_VC50,HC01_VC51,HC01_VC52,HC01_VC53,HC01_VC54,HC01_VC55,HC01_VC56,HC01_VC57,HC01_VC58,HC01_VC59,HC01_VC60,HC01_VC61,HC01_VC62,HC01_VC67,HC01_VC68,HC01_VC69,HC01_VC85,HC01_VC86,HC01_VC89,HC01_VC99,HC03_VC05,HC03_VC13,HC03_VC156,HC03_VC28,HC03_VC41,HC03_VC42,HC03_VC43,HC03_VC44,HC03_VC45,HC03_VC50,HC03_VC51,HC03_VC52,HC03_VC53,HC03_VC54,HC03_VC55,HC03_VC56,HC03_VC57,HC03_VC58,HC03_VC59,HC03_VC60,HC03_VC61,HC03_VC62,HC03_VC67,HC03_VC68,HC03_VC69,HC03_VC75,HC03_VC76,HC03_VC77,HC03_VC78,HC03_VC79,HC03_VC80,HC03_VC81,HC03_VC82,HC03_VC83,HC03_VC84,HD01_S001,HD01_S020,HD01_S026,HD01_S045,HD01_S051,HD01_S070,HD01_S151,HD01_S169,HD01_S170,HD01_S171,HD01_S180,HD01_S181,HD01_S184,HD02_S026,HD02_S051,HD02_S151,HD02_S170,HD02_S171,HD02_S180,HD02_S181,HD02_S184
Census Tract 210,6075021000,http://www.sfgate.com/neighborhoods/sf/noevalley/,2898.0,119735.0,57305.0,1238.0,56371.0,2791.0,33.5,2079.0,280.0,368.0,39.0,0.0,26.0,114.0,29.0,261.0,56.0,272.0,151.0,805.0,671.0,290.0,93.0,96.0,2199.0,348.0,317.0,94461.0,119466.0,126197.0,47.0,74.3,1.2,6.3,2791.0,72.6,9.8,12.8,1.4,3.4,0.0,0.9,4.0,1.0,9.1,2.0,9.5,5.3,28.1,23.4,10.1,3.2,3.4,76.8,12.2,11.1,4.7,1.5,6.8,3.7,10.5,9.0,15.9,17.4,14.4,16.2,4196.0,35.2,2150.0,35.9,2046.0,34.5,655.0,2140.0,2005.0,135.0,2005.0,476.0,1529.0,51.2,48.8,32.7,93.7,6.3,100.0,23.7,76.3
Census Tract 209,6075020900,http://www.sfgate.com/neighborhoods/sf/mission/,3065.0,60096.0,29653.0,1122.0,31014.0,2981.0,26.8,1104.0,664.0,784.0,161.0,0.0,139.0,106.0,57.0,364.0,44.0,110.0,176.0,486.0,575.0,527.0,358.0,39.0,2287.0,405.0,289.0,47407.0,71194.0,65333.0,83.0,72.9,2.7,6.3,2981.0,37.0,22.3,26.3,5.4,9.0,0.0,4.7,3.6,1.9,12.2,1.5,3.7,5.9,16.3,19.3,17.7,12.0,1.3,76.7,13.6,9.7,3.7,6.6,14.6,10.8,15.4,20.8,7.6,13.1,4.5,2.9,4372.0,34.9,2232.0,35.3,2140.0,34.5,651.0,1899.0,1742.0,157.0,1742.0,226.0,1516.0,51.1,48.9,37.4,91.7,8.3,100.0,13.0,87.0
Census Tract 208,6075020800,http://en.wikipedia.org/wiki/Neighborhoods_in_San_Francisco#Dolores_Heights,4868.0,65801.0,31221.0,1537.0,28039.0,4535.0,32.2,1567.0,1354.0,861.0,391.0,48.0,279.0,240.0,46.0,271.0,222.0,167.0,130.0,960.0,690.0,1121.0,307.0,83.0,3610.0,415.0,539.0,56346.0,77581.0,89857.0,22.0,79.4,6.2,15.1,4535.0,34.3,29.7,18.9,8.6,8.6,1.1,6.1,5.3,1.0,5.9,4.9,3.7,2.8,21.0,15.1,24.6,6.7,1.8,79.1,9.1,11.8,4.2,10.8,12.4,9.0,10.8,11.0,13.1,13.8,7.9,7.1,6577.0,34.5,3791.0,34.5,2786.0,34.5,976.0,2718.0,2543.0,175.0,2543.0,432.0,2111.0,57.6,42.4,38.4,93.6,6.4,100.0,17.0,83.0
Census Tract 207,6075020700,http://en.wikipedia.org/wiki/Neighborhoods_in_San_Francisco#Dolores_Heights,4240.0,139824.0,62388.0,1856.0,53712.0,4080.0,30.1,2489.0,649.0,871.0,57.0,0.0,53.0,252.0,0.0,395.0,0.0,399.0,290.0,1106.0,662.0,459.0,254.0,236.0,3220.0,488.0,398.0,88850.0,122101.0,125772.0,141.0,79.8,3.2,10.1,4080.0,60.6,15.8,21.2,1.4,1.0,0.0,1.3,6.1,0.0,9.6,0.0,9.7,7.1,26.9,16.1,11.2,6.2,5.7,78.4,11.9,9.7,2.0,0.4,7.4,6.9,13.9,15.1,9.9,16.0,9.5,18.9,5171.0,36.0,2710.0,37.1,2461.0,35.1,720.0,2884.0,2718.0,166.0,2718.0,640.0,2078.0,52.4,47.6,26.5,94.2,5.8,100.0,23.5,76.5
Census Tract 206,6075020600,"http://en.wikipedia.org/wiki/Corona_Heights,_San_Francisco",3357.0,217786.0,82406.0,2020.0,75421.0,3046.0,29.6,2333.0,147.0,570.0,69.0,0.0,30.0,133.0,20.0,421.0,59.0,334.0,283.0,880.0,544.0,218.0,102.0,109.0,2513.0,215.0,405.0,103229.0,148410.0,152961.0,70.0,73.8,6.7,3.1,3046.0,74.5,4.7,18.2,2.2,0.4,0.0,1.0,4.2,0.6,13.4,1.9,10.7,9.0,28.1,17.4,7.0,3.3,3.5,80.2,6.9,12.9,5.8,4.5,4.0,4.0,9.2,12.9,8.3,15.9,11.9,23.4,4711.0,40.7,2974.0,42.6,1737.0,37.1,599.0,2807.0,2594.0,213.0,2594.0,954.0,1640.0,63.1,36.9,23.1,92.4,7.6,100.0,36.8,63.2
Census Tract 205,6075020500,"http://en.wikipedia.org/wiki/Corona_Heights,_San_Francisco",1730.0,159662.0,65576.0,914.0,58465.0,1625.0,27.0,1205.0,158.0,233.0,26.0,0.0,15.0,128.0,13.0,173.0,35.0,96.0,171.0,385.0,329.0,157.0,70.0,80.0,1202.0,299.0,151.0,92473.0,117618.0,123183.0,30.0,75.4,4.5,3.8,1625.0,72.9,9.6,14.1,1.6,1.8,0.0,0.9,7.7,0.8,10.5,2.1,5.8,10.4,23.3,19.9,9.5,4.2,4.8,72.8,18.1,9.1,0.8,7.7,7.6,5.9,4.3,16.9,10.7,20.0,9.3,16.9,2583.0,42.6,1735.0,44.1,848.0,38.5,303.0,1397.0,1325.0,72.0,1325.0,548.0,777.0,67.2,32.8,22.9,94.8,5.2,100.0,41.4,58.6
Census Tract 203,6075020300,"http://en.wikipedia.org/wiki/Corona_Heights,_San_Francisco",2304.0,147843.0,65569.0,1158.0,58931.0,2106.0,26.0,1353.0,298.0,433.0,32.0,0.0,29.0,104.0,47.0,383.0,28.0,103.0,80.0,449.0,519.0,285.0,58.0,56.0,1701.0,287.0,153.0,100575.0,114440.0,114374.0,19.0,85.2,7.1,0.0,2106.0,63.2,13.9,20.2,1.5,1.2,0.0,1.4,4.9,2.2,17.9,1.3,4.8,3.7,21.0,24.2,13.3,2.7,2.6,79.4,13.4,7.1,1.5,1.4,3.6,7.6,6.8,21.6,6.6,21.5,12.4,17.0,3034.0,37.8,1865.0,39.4,1169.0,34.3,333.0,1782.0,1661.0,121.0,1661.0,449.0,1212.0,61.5,38.5,20.0,93.2,6.8,100.0,27.0,73.0
Census Tract 202,6075020200,,3703.0,62650.0,43084.0,2099.0,38185.0,3378.0,28.5,1856.0,517.0,734.0,187.0,13.0,125.0,194.0,53.0,489.0,110.0,220.0,248.0,498.0,645.0,509.0,254.0,52.0,2868.0,217.0,325.0,54520.0,78630.0,84001.0,122.0,71.2,7.9,17.3,3378.0,54.4,15.2,21.5,5.5,3.4,0.4,3.7,5.7,1.6,14.3,3.2,6.5,7.3,14.6,18.9,14.9,7.4,1.5,84.1,6.4,9.5,8.6,7.5,8.6,6.3,15.2,13.5,8.3,19.8,5.0,7.2,6269.0,36.3,3474.0,37.4,2795.0,35.1,894.0,3390.0,3228.0,162.0,3228.0,539.0,2689.0,55.4,44.6,27.7,95.2,4.8,100.0,16.7,83.3
Census Tract 180,6075018000,http://www.sfgate.com/neighborhoods/sf/mission/,1915.0,152559.0,47390.0,851.0,53651.0,1711.0,28.5,1037.0,256.0,350.0,43.0,0.0,16.0,128.0,24.0,180.0,45.0,148.0,329.0,377.0,98.0,233.0,65.0,68.0,1436.0,96.0,152.0,111375.0,129611.0,129643.0,0.0,56.0,10.7,13.9,1711.0,60.6,15.0,20.5,2.5,1.5,0.0,0.9,7.5,1.4,10.5,2.6,8.6,19.2,22.0,5.7,13.6,3.8,4.0,83.9,5.6,8.9,4.4,4.8,1.5,8.8,5.9,14.1,6.9,27.0,2.1,24.6,4221.0,36.8,2884.0,38.3,1337.0,33.9,397.0,1595.0,1499.0,96.0,1499.0,598.0,901.0,68.3,31.7,26.5,94.0,6.0,100.0,39.9,60.1
Census Tract 179.02,6075017902,"http://en.wikipedia.org/wiki/Treasure_Island,_California",1298.0,47350.0,23264.0,340.0,29337.0,1135.0,27.0,507.0,292.0,193.0,40.0,0.0,49.0,46.0,56.0,120.0,85.0,21.0,0.0,229.0,204.0,242.0,83.0,0.0,899.0,90.0,146.0,46382.0,63286.0,67767.0,84.0,74.6,12.6,25.3,1135.0,44.7,25.7,17.0,3.5,9.1,0.0,4.3,4.1,4.9,10.6,7.5,1.9,0.0,20.2,18.0,21.3,7.3,0.0,79.2,7.9,12.9,16.6,0.0,6.7,13.2,16.1,17.9,14.0,7.5,2.9,5.1,2880.0,26.2,1561.0,26.3,1319.0,26.1,346.0,786.0,656.0,130.0,656.0,0.0,656.0,54.2,45.8,52.7,83.5,16.5,100.0,0.0,100.0
Census Tract 177,6075017700,http://www.sfgate.com/neighborhoods/sf/mission/,1109.0,91145.0,45100.0,501.0,35259.0,1077.0,26.4,630.0,220.0,118.0,81.0,0.0,97.0,54.0,33.0,24.0,0.0,30.0,101.0,193.0,236.0,201.0,102.0,13.0,919.0,95.0,70.0,78814.0,90940.0,89669.0,0.0,83.5,2.3,0.0,1077.0,58.1,20.3,10.9,7.5,3.2,0.0,8.9,5.0,3.0,2.2,0.0,2.8,9.3,17.8,21.8,18.5,9.4,1.2,84.8,8.8,6.5,2.6,0.0,10.9,7.4,12.7,13.3,17.7,20.6,9.2,5.5,2128.0,35.2,1308.0,36.9,820.0,32.7,245.0,801.0,744.0,57.0,744.0,164.0,580.0,61.5,38.5,32.9,92.9,7.1,100.0,22.0,78.0
Census Tract 201,6075020100,"http://en.wikipedia.org/wiki/Lower_Haight,_San_Francisco,_California",3775.0,56510.0,29022.0,1757.0,26454.0,3432.0,23.3,1231.0,850.0,610.0,392.0,0.0,432.0,211.0,0.0,253.0,180.0,124.0,423.0,540.0,352.0,734.0,222.0,21.0,2953.0,242.0,297.0,38579.0,60047.0,70018.0,272.0,70.5,7.5,5.3,3432.0,35.3,24.3,17.5,11.2,11.7,0.0,12.4,6.0,0.0,7.2,5.2,3.6,12.1,15.5,10.1,21.0,6.4,0.6,84.6,6.9,8.5,11.9,11.8,12.4,9.7,11.8,10.1,9.1,13.9,7.1,2.2,6172.0,37.7,3706.0,38.3,2466.0,36.8,829.0,3303.0,2948.0,355.0,2948.0,545.0,2403.0,60.0,40.0,28.1,89.3,10.7,100.0,18.5,81.5
Census Tract 176.01,6075017601,http://www.sfgate.com/neighborhoods/sf/soma/,3188.0,49387.0,25330.0,2221.0,25938.0,2657.0,25.0,951.0,626.0,894.0,215.0,0.0,139.0,177.0,44.0,319.0,70.0,197.0,247.0,364.0,617.0,641.0,74.0,95.0,2522.0,334.0,128.0,23099.0,46745.0,61388.0,259.0,60.9,5.9,12.7,2657.0,31.9,21.0,30.0,7.2,10.0,0.0,4.7,5.9,1.5,10.7,2.3,6.6,8.3,12.2,20.7,21.5,2.5,3.2,84.5,11.2,4.3,17.8,16.6,18.0,5.9,6.8,10.1,11.3,9.5,1.8,2.3,7630.0,41.5,4723.0,42.8,2907.0,39.0,1029.0,5296.0,4321.0,975.0,4321.0,407.0,3914.0,61.9,38.1,23.8,81.6,18.4,100.0,9.4,90.6
Census Tract 170,6075017000,http://en.wikipedia.org/wiki/Neighborhoods_in_San_Francisco#Buena_Vista,2481.0,199026.0,86392.0,1728.0,75357.0,2345.0,29.2,1742.0,100.0,474.0,14.0,0.0,89.0,134.0,22.0,163.0,70.0,133.0,204.0,815.0,417.0,104.0,114.0,103.0,1721.0,359.0,288.0,100891.0,137338.0,138947.0,0.0,75.6,4.6,0.0,2345.0,73.6,4.2,20.0,0.6,1.6,0.0,3.8,5.7,0.9,6.9,3.0,5.6,8.6,34.4,17.6,4.4,4.8,4.3,72.7,15.2,12.2,5.1,0.6,3.7,4.9,5.5,14.9,13.3,19.9,12.2,19.9,3689.0,44.1,2372.0,45.2,1317.0,41.1,492.0,2332.0,2125.0,207.0,2125.0,1053.0,1072.0,64.3,35.7,23.2,91.1,8.9,100.0,49.6,50.4
Census Tract 169,6075016900,"http://en.wikipedia.org/wiki/Corona_Heights,_San_Francisco",2714.0,116590.0,58429.0,1458.0,53031.0,2503.0,31.7,1575.0,214.0,558.0,172.0,0.0,129.0,184.0,46.0,302.0,103.0,155.0,158.0,571.0,644.0,117.0,82.0,63.0,1992.0,350.0,212.0,91020.0,105133.0,108409.0,26.0,84.5,5.9,0.0,2503.0,61.7,8.4,21.8,6.7,1.4,0.0,5.1,7.2,1.8,11.8,4.0,6.1,6.2,22.4,25.2,4.6,3.2,2.5,78.0,13.7,8.3,3.6,4.1,7.0,5.0,10.0,12.8,11.3,21.9,13.9,10.2,2924.0,38.6,1822.0,40.3,1102.0,35.4,308.0,1724.0,1589.0,135.0,1589.0,455.0,1134.0,62.3,37.7,19.4,92.2,7.8,100.0,28.6,71.4
Census Tract 167,6075016700,http://en.wikipedia.org/wiki/Panhandle_(San_Francisco),3590.0,142949.0,54366.0,1614.0,51417.0,3345.0,26.6,2029.0,603.0,696.0,31.0,0.0,31.0,85.0,0.0,357.0,41.0,293.0,278.0,852.0,689.0,493.0,188.0,100.0,2705.0,366.0,336.0,85177.0,107183.0,107434.0,59.0,83.6,4.9,8.1,3345.0,59.6,17.7,20.4,0.9,1.4,0.0,0.9,2.5,0.0,10.5,1.2,8.6,8.2,25.0,20.2,14.5,5.5,2.9,79.4,10.7,9.9,5.4,4.8,5.7,3.3,7.7,19.3,10.7,19.6,14.2,9.3,4652.0,34.5,2577.0,36.4,2075.0,32.3,589.0,2448.0,2277.0,171.0,2277.0,665.0,1612.0,55.4,44.6,25.9,93.0,7.0,100.0,29.2,70.8
Census Tract 166,6075016600,http://www.sfgate.com/neighborhoods/sf/colevalley/,3909.0,160630.0,50954.0,1884.0,47558.0,3642.0,29.1,2353.0,466.0,718.0,138.0,0.0,134.0,126.0,10.0,453.0,67.0,350.0,299.0,815.0,640.0,504.0,163.0,139.0,3032.0,467.0,201.0,76597.0,99646.0,103375.0,18.0,81.4,5.3,6.4,3642.0,63.6,12.6,19.4,3.7,0.7,0.0,3.6,3.4,0.3,12.2,1.8,9.5,8.1,22.0,17.3,13.6,4.4,3.8,81.9,12.6,5.4,5.9,2.4,4.3,6.6,10.0,19.9,13.0,19.1,8.6,10.1,5069.0,33.0,2680.0,34.6,2389.0,31.6,660.0,2668.0,2480.0,188.0,2480.0,492.0,1988.0,52.9,47.1,26.6,93.0,7.0,100.0,19.8,80.2
