business_name,lic_code,street_address,business_start_date,business_end_date,Lifespan,isClosed,full_address,business_id,name,district,MA,year,latitude,longitude,tract,GEOID10,link,HC01_VC05,HC01_VC113,HC01_VC115,HC01_VC117,HC01_VC121,HC01_VC28,HC01_VC36,HC01_VC41,HC01_VC42,HC01_VC43,HC01_VC44,HC01_VC50,HC01_VC51,HC01_VC52,HC01_VC53,HC01_VC54,HC01_VC55,HC01_VC56,HC01_VC57,HC01_VC58,HC01_VC59,HC01_VC60,HC01_VC61,HC01_VC62,HC01_VC67,HC01_VC68,HC01_VC69,HC01_VC85,HC01_VC86,HC01_VC89,HC01_VC99,HC03_VC05,HC03_VC13,HC03_VC156,HC03_VC28,HC03_VC41,HC03_VC42,HC03_VC43,HC03_VC44,HC03_VC45,HC03_VC50,HC03_VC51,HC03_VC52,HC03_VC53,HC03_VC54,HC03_VC55,HC03_VC56,HC03_VC57,HC03_VC58,HC03_VC59,HC03_VC60,HC03_VC61,HC03_VC62,HC03_VC67,HC03_VC68,HC03_VC69,HC03_VC75,HC03_VC76,HC03_VC77,HC03_VC78,HC03_VC79,HC03_VC80,HC03_VC81,HC03_VC82,HC03_VC83,HC03_VC84,HD01_S001,HD01_S020,HD01_S026,HD01_S045,HD01_S051,HD01_S070,HD01_S151,HD01_S169,HD01_S170,HD01_S171,HD01_S180,HD01_S181,HD01_S184,HD02_S026,HD02_S051,HD02_S151,HD02_S170,HD02_S171,HD02_S180,HD02_S181,HD02_S184,Opening_year,Closing_year,Opening_month,Closing_month,price_level,rating
chez fayala,,200 pine st 180,2011-04-20,2016-04-01,1808.0,yes,"200 pine st 180, San Francisco, CA, 94104",93150,chez beesen,Financial District,74.0,2018.0,37.792388,-122.400245,Census Tract 117,6075011700,http://sanfrancisco.about.com/od/neighborhoodprofiles/ig/sfmaps/financial-district.htm,733.0,55747.0,27841.0,737.0,30855.0,685.0,19.1,234.0,180.0,139.0,0.0,0.0,13.0,56.0,0.0,114.0,71.0,47.0,57.0,102.0,126.0,55.0,54.0,0.0,578.0,58.0,59.0,23165.0,41735.0,56874.0,84.0,54.3,5.2,26.6,685.0,33.7,25.9,20.0,0.0,20.4,0.0,1.9,8.1,0.0,16.4,10.2,6.8,8.2,14.7,18.1,7.9,7.8,0.0,83.2,8.3,8.5,18.3,18.8,16.6,17.0,3.4,10.0,1.6,6.5,4.8,2.9,1783.0,43.6,988.0,44.3,795.0,42.4,292.0,1416.0,1012.0,404.0,1012.0,87.0,925.0,55.4,44.6,28.9,71.5,28.5,100.0,8.6,91.4,2011,2016.0,4,4.0,1.0,4.2
kobe bento,"Restaurant Less Than 1,000 Sqft",901 kearny st,2011-05-23,,2632.0,no,"901 kearny st, San Francisco, CA, 94133",65554,kobe bento,Chinatown,93.0,2018.0,37.796463,-122.405224,Census Tract 611,6075061100,http://www.sfgate.com/neighborhoods/sf/chinatown/,1988.0,31141.0,13235.0,1095.0,11069.0,1658.0,23.7,231.0,788.0,345.0,115.0,0.0,82.0,153.0,28.0,266.0,32.0,39.0,22.0,105.0,204.0,336.0,337.0,54.0,1423.0,187.0,48.0,14270.0,25319.0,31210.0,141.0,50.6,16.6,40.3,1658.0,13.9,47.5,20.8,6.9,10.8,0.0,4.9,9.2,1.7,16.0,1.9,2.4,1.3,6.3,12.3,20.3,20.3,3.3,85.8,11.3,2.9,21.9,31.1,21.4,7.9,7.4,6.2,0.9,0.4,2.1,0.8,4307.0,55.2,2077.0,54.0,2230.0,55.8,1126.0,2351.0,2135.0,216.0,2135.0,78.0,2057.0,48.2,51.8,52.7,90.8,9.2,100.0,3.7,96.3,2011,,5,,1.0,4.2
turtle tower restaurant,"Restaurant 1,000 - 2,000 Sqft",5716 geary bl,2011-06-01,,2623.0,no,"5716 geary bl, San Francisco, CA, 94121",66418,turtle tower restaurant,Outer Richmond,84.5,2018.0,37.780348,-122.480861,Census Tract 426.01,6075042601,http://www.sfgate.com/neighborhoods/sf/outerrichmond/,2261.0,125609.0,47349.0,938.0,45697.0,2159.0,31.1,1213.0,253.0,582.0,58.0,11.0,30.0,247.0,0.0,161.0,82.0,110.0,250.0,412.0,504.0,269.0,62.0,71.0,1669.0,288.0,252.0,65107.0,97710.0,106590.0,20.0,72.0,1.7,6.0,2159.0,54.9,11.5,26.3,2.6,4.7,0.5,1.4,11.2,0.0,7.3,3.7,5.0,11.3,18.7,22.8,12.2,2.8,3.2,75.6,13.0,11.4,8.8,2.3,6.2,8.4,8.4,20.3,8.5,12.9,12.7,11.5,3687.0,40.9,1718.0,40.2,1969.0,41.9,871.0,1855.0,1679.0,176.0,1679.0,449.0,1230.0,46.6,53.4,51.9,90.5,9.5,100.0,26.7,73.3,2011,,6,,2.0,4.3
the barrel room,,620 post st,2011-05-20,,2635.0,no,"620 post st, San Francisco, CA, 94109",68504,the fitzgerald hotel,Lower Nob Hill,96.0,2017.0,37.787848,-122.412123,Census Tract 121,6075012100,"http://en.wikipedia.org/wiki/Nob_Hill,_San_Francisco",2020.0,44528.0,29366.0,1672.0,31191.0,1771.0,28.1,1019.0,321.0,423.0,40.0,0.0,31.0,21.0,21.0,203.0,61.0,83.0,120.0,526.0,314.0,307.0,91.0,25.0,1536.0,84.0,183.0,28966.0,42523.0,51950.0,18.0,68.7,10.7,5.1,1771.0,56.5,17.8,23.5,2.2,0.0,0.0,1.7,1.2,1.2,11.3,3.4,4.6,6.7,29.2,17.4,17.0,5.0,1.4,85.2,4.7,10.1,19.7,4.0,20.2,10.5,11.5,17.4,9.4,4.1,1.9,1.3,3833.0,28.6,1879.0,31.2,1954.0,27.0,311.0,2406.0,2194.0,212.0,2194.0,99.0,2095.0,49.0,51.0,14.2,91.2,8.8,100.0,4.5,95.5,2011,,5,,,4.4
yoppi yogurt,"Restaurant Less Than 1,000 Sqft",845 market st 277,2010-10-13,,2854.0,no,"845 market st 277, San Francisco, CA, 94103",64416,yoppi yogurt,South of Market,92.0,2017.0,37.784848,-122.406892,Census Tract 176.01,6075017601,http://www.sfgate.com/neighborhoods/sf/soma/,3188.0,49387.0,25330.0,2221.0,25938.0,2657.0,25.0,951.0,626.0,894.0,215.0,0.0,139.0,177.0,44.0,319.0,70.0,197.0,247.0,364.0,617.0,641.0,74.0,95.0,2522.0,334.0,128.0,23099.0,46745.0,61388.0,259.0,60.9,5.9,12.7,2657.0,31.9,21.0,30.0,7.2,10.0,0.0,4.7,5.9,1.5,10.7,2.3,6.6,8.3,12.2,20.7,21.5,2.5,3.2,84.5,11.2,4.3,17.8,16.6,18.0,5.9,6.8,10.1,11.3,9.5,1.8,2.3,7630.0,41.5,4723.0,42.8,2907.0,39.0,1029.0,5296.0,4321.0,975.0,4321.0,407.0,3914.0,61.9,38.1,23.8,81.6,18.4,100.0,9.4,90.6,2010,,10,,2.0,4.4
green island restaurant,"Restaurant Greater Than 2,000 Sqft",4012 geary blvd,2011-07-01,,2593.0,no,"4012 geary blvd, San Francisco, CA, 94118",66705,green island restaurant,Inner Richmond,72.0,2018.0,37.781208,-122.462432,Census Tract 401,6075040100,http://www.sfgate.com/neighborhoods/sf/innerrichmond/,2747.0,121336.0,43829.0,1094.0,36704.0,2490.0,31.0,1221.0,423.0,779.0,61.0,0.0,77.0,110.0,35.0,277.0,48.0,116.0,293.0,481.0,581.0,352.0,141.0,39.0,2178.0,153.0,205.0,56812.0,94505.0,100756.0,98.0,65.8,7.2,14.3,2490.0,47.9,16.6,30.5,2.4,2.6,0.0,3.0,4.3,1.4,10.9,1.9,4.5,11.5,18.9,22.8,13.8,5.5,1.5,85.4,6.0,8.0,3.7,9.5,3.3,11.5,16.1,14.9,10.1,13.7,6.4,10.6,4088.0,38.0,1900.0,37.3,2188.0,38.8,822.0,2022.0,1863.0,159.0,1863.0,512.0,1351.0,46.5,53.5,44.1,92.1,7.9,100.0,27.5,72.5,2011,,7,,1.0,4.5
spice kit,"Restaurant 1,000 - 2,000 Sqft",405 howard st 130,2010-02-08,,3101.0,no,"405 howard st 130, San Francisco, CA, 94107",62896,spice kit,South of Market,84.0,2017.0,37.789057,-122.395322,Census Tract 615,6075061500,http://www.sfgate.com/neighborhoods/sf/soma/,6926.0,216974.0,88242.0,3870.0,78956.0,6533.0,25.5,4703.0,330.0,1298.0,111.0,0.0,153.0,508.0,192.0,477.0,100.0,429.0,1195.0,2355.0,645.0,316.0,106.0,138.0,5652.0,412.0,550.0,112328.0,156870.0,157303.0,62.0,73.9,4.5,3.0,6533.0,71.1,5.0,19.6,1.7,2.6,0.0,2.3,7.7,2.9,7.2,1.5,6.5,18.1,35.6,9.8,4.8,1.6,2.1,85.5,6.2,8.3,4.1,1.6,5.0,4.5,7.6,9.5,10.6,20.7,12.5,24.0,11502.0,35.4,6515.0,36.2,4987.0,34.2,1939.0,8255.0,6785.0,1470.0,6785.0,2527.0,4258.0,56.6,43.4,28.6,82.2,17.8,100.0,37.2,62.8,2010,,2,,1.0,4.6
red tavern inc,"Restaurant Greater Than 2,000 Sqft",2229 clement st,2015-01-06,,1308.0,no,"2229 clement st, San Francisco, CA, 94121",81355,red tavern,Outer Richmond,88.5,2017.0,37.781986700000004,-122.48328300000001,Census Tract 426.01,6075042601,http://www.sfgate.com/neighborhoods/sf/outerrichmond/,2261.0,125609.0,47349.0,938.0,45697.0,2159.0,31.1,1213.0,253.0,582.0,58.0,11.0,30.0,247.0,0.0,161.0,82.0,110.0,250.0,412.0,504.0,269.0,62.0,71.0,1669.0,288.0,252.0,65107.0,97710.0,106590.0,20.0,72.0,1.7,6.0,2159.0,54.9,11.5,26.3,2.6,4.7,0.5,1.4,11.2,0.0,7.3,3.7,5.0,11.3,18.7,22.8,12.2,2.8,3.2,75.6,13.0,11.4,8.8,2.3,6.2,8.4,8.4,20.3,8.5,12.9,12.7,11.5,3687.0,40.9,1718.0,40.2,1969.0,41.9,871.0,1855.0,1679.0,176.0,1679.0,449.0,1230.0,46.6,53.4,51.9,90.5,9.5,100.0,26.7,73.3,2015,,1,,1.0,4.4
kama sushi,"Restaurant 1,000 - 2,000 Sqft",1497 church st,2011-07-01,,2593.0,no,"1497 church st, San Francisco, CA, 94131",66612,kama sushi,Noe Valley,92.0,2018.0,37.746961999999996,-122.426905,Census Tract 215,6075021500,http://www.sfgate.com/neighborhoods/sf/noevalley/,3958.0,137340.0,61032.0,1429.0,55362.0,3656.0,29.1,2400.0,336.0,680.0,250.0,0.0,209.0,164.0,134.0,183.0,112.0,135.0,325.0,1018.0,682.0,378.0,199.0,182.0,2794.0,379.0,548.0,111712.0,127166.0,127495.0,0.0,86.2,5.4,0.0,3656.0,64.5,9.0,18.3,6.7,1.5,0.0,5.6,4.4,3.6,4.9,3.0,3.6,8.7,27.4,18.3,10.2,5.3,4.9,75.1,10.2,14.7,1.0,3.7,0.5,5.2,8.9,13.8,9.3,24.8,15.2,17.6,5096.0,37.4,2460.0,38.2,2636.0,36.5,1025.0,2627.0,2449.0,178.0,2449.0,1027.0,1422.0,48.3,51.7,41.9,93.2,6.8,100.0,41.9,58.1,2011,,7,,,3.9
allstars donuts and burgers,"Restaurant Less Than 1,000 Sqft",290 golden gate ave,2010-01-01,,3139.0,no,"290 golden gate ave, San Francisco, CA, 94102",61953,allstars donuts  burgers,Tenderloin,93.0,2017.0,37.781696999999994,-122.415334,Census Tract 124.01,6075012401,http://www.sfgate.com/neighborhoods/sf/tenderloin/,2462.0,34894.0,16888.0,1747.0,22245.0,2376.0,25.2,281.0,1420.0,395.0,77.0,0.0,114.0,73.0,0.0,217.0,110.0,24.0,144.0,207.0,235.0,1142.0,57.0,53.0,2137.0,116.0,93.0,21061.0,28966.0,36303.0,117.0,62.3,3.5,18.8,2376.0,11.8,59.8,16.6,3.2,8.5,0.0,4.8,3.1,0.0,9.1,4.6,1.0,6.1,8.7,9.9,48.1,2.4,2.2,89.9,4.9,3.9,14.0,17.9,28.4,10.1,11.8,11.3,5.0,1.5,0.0,0.0,5075.0,37.5,3274.0,37.2,1801.0,38.0,752.0,2934.0,2698.0,236.0,2698.0,13.0,2685.0,64.5,35.5,27.9,92.0,8.0,100.0,0.5,99.5,2010,,1,,2.0,4.1
hot spud,Fast Food Extablishment,2640 mason st,2010-01-07,,3133.0,no,"2640 mason st, San Francisco, CA, 94133",62814,hot spud,Fishermans Wharf,95.5,2018.0,37.807888,-122.414027,Census Tract 101,6075010100,http://www.sfgate.com/neighborhoods/sf/fishermanswharf/,2236.0,92317.0,41840.0,1568.0,50106.0,2060.0,28.0,1279.0,230.0,490.0,22.0,0.0,44.0,45.0,35.0,217.0,26.0,96.0,381.0,626.0,267.0,221.0,105.0,36.0,1762.0,122.0,215.0,54095.0,69502.0,85671.0,43.0,65.1,6.1,21.4,2060.0,60.9,11.0,23.3,1.0,3.7,0.0,2.1,2.1,1.7,10.3,1.2,4.6,18.2,29.8,12.7,10.5,5.0,1.7,83.9,5.8,10.2,10.5,11.3,12.2,1.8,11.6,15.0,13.2,13.0,6.4,4.9,3739.0,38.7,1754.0,38.5,1985.0,39.1,713.0,2267.0,2090.0,177.0,2090.0,383.0,1707.0,46.9,53.1,34.1,92.2,7.8,100.0,18.3,81.7,2010,,1,,2.0,3.9
mela tandoori kitchen,"Restaurant 1,000 - 2,000 Sqft",536 golden gate ave,2011-08-01,,2562.0,no,"536 golden gate ave, San Francisco, CA, 94102",66517,mela tandoori kitchen,Civic Center,84.0,2018.0,37.781168,-122.419494,Census Tract 124.02,6075012402,"http://en.wikipedia.org/wiki/Civic_Center,_San_Francisco,_California",1439.0,44595.0,23441.0,1570.0,24228.0,1219.0,28.7,489.0,489.0,182.0,72.0,16.0,79.0,75.0,6.0,59.0,10.0,27.0,135.0,166.0,232.0,294.0,153.0,36.0,1056.0,199.0,33.0,18908.0,34463.0,45318.0,150.0,51.9,10.5,20.5,1219.0,38.0,38.0,14.1,5.6,4.3,1.2,6.1,5.8,0.5,4.6,0.8,2.1,10.5,12.9,18.0,22.8,11.9,2.8,82.0,15.5,2.6,26.5,19.0,11.1,10.1,10.5,13.1,5.7,1.6,0.3,2.1,3974.0,36.8,2410.0,38.9,1564.0,34.0,493.0,2517.0,2254.0,263.0,2254.0,94.0,2160.0,60.6,39.4,21.9,89.6,10.4,100.0,4.2,95.8,2011,,8,,1.0,3.9
halal wings plus,"Restaurant Less Than 1,000 Sqft",533 jones st,2016-08-31,,705.0,no,"533 jones st, San Francisco, CA, 94102",89328,halal wings plus,Tenderloin,90.0,2017.0,37.7863046,-122.41336270000001,Census Tract 123.02,6075012302,http://www.sfgate.com/neighborhoods/sf/tenderloin/,1257.0,86431.0,30162.0,1568.0,33082.0,946.0,29.1,501.0,230.0,245.0,33.0,0.0,27.0,40.0,25.0,44.0,19.0,57.0,24.0,251.0,160.0,262.0,43.0,89.0,843.0,152.0,46.0,24375.0,36833.0,51175.0,135.0,61.2,17.2,9.9,946.0,48.1,22.1,23.5,3.2,3.1,0.0,2.6,3.8,2.4,4.2,1.8,5.5,2.3,24.1,15.4,25.2,4.1,8.5,81.0,14.6,4.4,28.1,5.3,17.2,15.2,4.6,16.6,3.3,7.9,1.8,0.0,3073.0,33.0,1746.0,36.8,1327.0,29.3,258.0,2388.0,2098.0,290.0,2098.0,4.0,2094.0,56.8,43.2,12.3,87.9,12.1,100.0,0.2,99.8,2016,,8,,2.0,4.4
wan kee restaurant,"Restaurant 1,000 - 2,000 Sqft",2152 mission st,2011-07-01,,2593.0,no,"2152 mission st, San Francisco, CA, 9411",2649,wan kee restaurant,Mission,76.5,2018.0,37.762527,-122.419475,Census Tract 208,6075020800,http://www.sfgate.com/neighborhoods/sf/mission/,4868.0,65801.0,31221.0,1537.0,28039.0,4535.0,32.2,1567.0,1354.0,861.0,391.0,48.0,279.0,240.0,46.0,271.0,222.0,167.0,130.0,960.0,690.0,1121.0,307.0,83.0,3610.0,415.0,539.0,56346.0,77581.0,89857.0,22.0,79.4,6.2,15.1,4535.0,34.3,29.7,18.9,8.6,8.6,1.1,6.1,5.3,1.0,5.9,4.9,3.7,2.8,21.0,15.1,24.6,6.7,1.8,79.1,9.1,11.8,4.2,10.8,12.4,9.0,10.8,11.0,13.1,13.8,7.9,7.1,6577.0,34.5,3791.0,34.5,2786.0,34.5,976.0,2718.0,2543.0,175.0,2543.0,432.0,2111.0,57.6,42.4,38.4,93.6,6.4,100.0,17.0,83.0,2011,,7,,2.0,4.5
lite bite inc,"Restaurant Less Than 1,000 Sqft",1796 union st,2011-07-25,,2569.0,no,"1796 union st, San Francisco, CA, 94123",66896,lite bite,Union Street,91.0,2018.0,37.797978,-122.428754,Census Tract 130,6075013000,,2955.0,228543.0,87868.0,1717.0,71603.0,2733.0,31.9,1813.0,146.0,784.0,10.0,0.0,38.0,241.0,17.0,254.0,13.0,160.0,580.0,901.0,296.0,123.0,100.0,43.0,2408.0,114.0,244.0,95179.0,137856.0,134382.0,0.0,83.9,6.4,2.6,2733.0,65.5,5.3,28.3,0.4,0.5,0.0,1.4,8.7,0.6,9.2,0.5,5.8,21.0,32.6,10.7,4.4,3.6,1.6,87.1,4.1,8.8,5.3,1.3,8.4,4.0,5.9,16.1,9.8,15.6,17.8,15.7,4044.0,34.9,1860.0,35.4,2184.0,34.3,609.0,2678.0,2409.0,269.0,2409.0,598.0,1811.0,46.0,54.0,25.3,90.0,10.0,100.0,24.8,75.2,2011,,7,,2.0,3.8
pho vietnam san francisco,"Restaurant Less Than 1,000 Sqft",1406 polk st,2011-08-01,,2562.0,no,"1406 polk st, San Francisco, CA, 94109",66985,pho vietnam san francisco,Polk Gulch,91.0,2018.0,37.78973,-122.420445,Census Tract 111,6075011100,"http://en.wikipedia.org/wiki/Polk_Gulch,_San_Francisco,_California",2963.0,71447.0,41223.0,1926.0,43697.0,2822.0,26.9,1387.0,495.0,796.0,54.0,0.0,0.0,154.0,141.0,378.0,90.0,64.0,453.0,549.0,379.0,436.0,85.0,93.0,2459.0,219.0,137.0,49506.0,70126.0,76429.0,41.0,63.8,4.8,6.6,2822.0,49.1,17.5,28.2,1.9,3.2,0.0,0.0,5.5,5.0,13.4,3.2,2.3,16.1,19.5,13.4,15.5,3.0,3.3,87.1,7.8,4.9,9.8,4.8,11.6,10.4,14.0,17.7,10.1,12.3,4.3,5.0,5164.0,37.8,2711.0,38.9,2453.0,36.3,748.0,3388.0,3073.0,315.0,3073.0,236.0,2837.0,52.5,47.5,24.3,90.7,9.3,100.0,7.7,92.3,2011,,8,,1.0,3.4
el tomate restaurant,"Restaurant Less Than 1,000 Sqft",2904 24th st,2011-08-01,,2562.0,no,"2904 24th st, San Francisco, CA, 9411",68483,el tomate restaurant,Mission,88.0,2018.0,37.752777,-122.41026200000002,Census Tract 229.02,6075022902,http://www.sfgate.com/neighborhoods/sf/mission/,1692.0,65260.0,23311.0,336.0,29658.0,1518.0,30.6,469.0,446.0,334.0,145.0,41.0,61.0,158.0,6.0,91.0,123.0,23.0,115.0,166.0,314.0,272.0,138.0,21.0,1240.0,217.0,72.0,70714.0,69700.0,70288.0,69.0,76.0,9.6,16.4,1518.0,30.7,29.2,21.8,9.5,8.8,2.7,4.0,10.3,0.4,6.0,8.0,1.5,7.5,10.9,20.5,17.8,9.0,1.4,81.1,14.2,4.7,1.2,5.5,10.4,13.7,10.7,21.3,19.1,11.3,4.9,1.8,2617.0,34.5,1389.0,34.1,1228.0,35.0,424.0,839.0,802.0,37.0,802.0,288.0,514.0,53.1,46.9,52.9,95.6,4.4,100.0,35.9,64.1,2011,,8,,2.0,3.9
little nepal restaurant,,925 cortland av,2011-08-01,,2562.0,no,"925 cortland av, San Francisco, CA, 9411",92049,little nepal,Bernal Heights,84.0,2018.0,37.7391319,-122.4135875,Census Tract 252,6075025200,http://www.sfgate.com/neighborhoods/sf/bernalheights/,3511.0,132248.0,52509.0,1011.0,46433.0,3304.0,27.4,1860.0,759.0,510.0,185.0,0.0,51.0,160.0,60.0,230.0,126.0,177.0,123.0,748.0,682.0,688.0,226.0,126.0,2590.0,556.0,251.0,98815.0,129965.0,134279.0,45.0,74.8,3.2,3.3,3304.0,54.8,22.3,15.0,5.4,2.4,0.0,1.5,4.7,1.8,6.8,3.7,5.2,3.6,22.0,20.1,20.3,6.7,3.7,76.2,16.4,7.4,1.6,2.2,4.1,7.1,9.8,13.5,13.0,20.6,9.5,18.6,5369.0,40.0,2673.0,40.0,2696.0,39.9,1078.0,2257.0,2125.0,132.0,2125.0,1258.0,867.0,49.8,50.2,50.7,94.2,5.8,100.0,59.2,40.8,2011,,8,,,
umami burger,"Restaurant 1,000 - 2,000 Sqft",2184 union st,2011-09-15,2018-06-01,2451.0,yes,"2184 union st, San Francisco, CA, 94123",67357,umami burger sf,Union Street,85.5,2018.0,37.797168,-122.435124,Census Tract 130,6075013000,,2955.0,228543.0,87868.0,1717.0,71603.0,2733.0,31.9,1813.0,146.0,784.0,10.0,0.0,38.0,241.0,17.0,254.0,13.0,160.0,580.0,901.0,296.0,123.0,100.0,43.0,2408.0,114.0,244.0,95179.0,137856.0,134382.0,0.0,83.9,6.4,2.6,2733.0,65.5,5.3,28.3,0.4,0.5,0.0,1.4,8.7,0.6,9.2,0.5,5.8,21.0,32.6,10.7,4.4,3.6,1.6,87.1,4.1,8.8,5.3,1.3,8.4,4.0,5.9,16.1,9.8,15.6,17.8,15.7,4044.0,34.9,1860.0,35.4,2184.0,34.3,609.0,2678.0,2409.0,269.0,2409.0,598.0,1811.0,46.0,54.0,25.3,90.0,10.0,100.0,24.8,75.2,2011,2018.0,9,6.0,1.0,4.6
vallartas taco bar,"Restaurant 1,000 - 2,000 Sqft",2022 mission st,2015-02-12,,1271.0,no,"2022 mission st, San Francisco, CA, 9411",81106,vallartas taco bar,Mission,73.5,2017.0,37.7561826,-122.4194767,Census Tract 208,6075020800,http://www.sfgate.com/neighborhoods/sf/mission/,4868.0,65801.0,31221.0,1537.0,28039.0,4535.0,32.2,1567.0,1354.0,861.0,391.0,48.0,279.0,240.0,46.0,271.0,222.0,167.0,130.0,960.0,690.0,1121.0,307.0,83.0,3610.0,415.0,539.0,56346.0,77581.0,89857.0,22.0,79.4,6.2,15.1,4535.0,34.3,29.7,18.9,8.6,8.6,1.1,6.1,5.3,1.0,5.9,4.9,3.7,2.8,21.0,15.1,24.6,6.7,1.8,79.1,9.1,11.8,4.2,10.8,12.4,9.0,10.8,11.0,13.1,13.8,7.9,7.1,6577.0,34.5,3791.0,34.5,2786.0,34.5,976.0,2718.0,2543.0,175.0,2543.0,432.0,2111.0,57.6,42.4,38.4,93.6,6.4,100.0,17.0,83.0,2015,,2,,1.0,4.4
the golden west restaurant,Take-Out Establishment,8 trinity pl,2010-02-12,,3097.0,no,"8 trinity pl, San+francisco, CA, 94104",63493,the golden west,Downtown / Union Square,83.5,2017.0,37.790053,-122.40258600000001,Census Tract 117,6075011700,http://www.sfgate.com/neighborhoods/sf/unionsquare/,733.0,55747.0,27841.0,737.0,30855.0,685.0,19.1,234.0,180.0,139.0,0.0,0.0,13.0,56.0,0.0,114.0,71.0,47.0,57.0,102.0,126.0,55.0,54.0,0.0,578.0,58.0,59.0,23165.0,41735.0,56874.0,84.0,54.3,5.2,26.6,685.0,33.7,25.9,20.0,0.0,20.4,0.0,1.9,8.1,0.0,16.4,10.2,6.8,8.2,14.7,18.1,7.9,7.8,0.0,83.2,8.3,8.5,18.3,18.8,16.6,17.0,3.4,10.0,1.6,6.5,4.8,2.9,1783.0,43.6,988.0,44.3,795.0,42.4,292.0,1416.0,1012.0,404.0,1012.0,87.0,925.0,55.4,44.6,28.9,71.5,28.5,100.0,8.6,91.4,2010,,2,,,4.6
super duper,"Restaurant 1,000 - 2,000 Sqft",2201 chestnut st,2011-09-15,,2517.0,no,"2201 chestnut st, San Francisco, CA, 94123",66999,super duper burgers,Marina,90.0,2018.0,37.800344,-122.439697,Census Tract 128,6075012800,http://www.sfgate.com/neighborhoods/sf/marina/,2875.0,197169.0,83406.0,1634.0,66746.0,2683.0,29.3,1658.0,115.0,820.0,90.0,0.0,85.0,249.0,115.0,195.0,0.0,167.0,736.0,523.0,298.0,199.0,105.0,37.0,2306.0,188.0,215.0,104801.0,142614.0,132260.0,14.0,78.5,5.8,2.7,2683.0,61.2,4.2,30.3,3.3,1.0,0.0,3.1,9.2,4.2,7.2,0.0,6.2,27.2,19.3,11.0,7.3,3.9,1.4,85.1,6.9,7.9,1.3,2.1,6.0,2.4,2.6,19.8,9.0,20.9,14.3,21.6,4106.0,36.6,1872.0,38.2,2234.0,35.1,732.0,2629.0,2363.0,266.0,2363.0,718.0,1645.0,45.6,54.4,31.0,89.9,10.1,100.0,30.4,69.6,2011,,9,,2.0,4.7
keiko a nob hill,"Restaurant 1,000 - 2,000 Sqft",1250 jones st,2011-08-15,,2548.0,no,"1250 jones st, San Francisco, CA, 94109",67545,keiko a nob hill,Nob Hill,97.0,2018.0,37.793068,-122.41440700000001,Census Tract 112,6075011200,http://www.sfgate.com/neighborhoods/sf/nobhill/,1955.0,151421.0,69465.0,1040.0,50745.0,1680.0,24.7,1215.0,320.0,293.0,25.0,14.0,40.0,106.0,41.0,168.0,39.0,34.0,306.0,468.0,220.0,257.0,78.0,82.0,1609.0,130.0,114.0,70941.0,125684.0,121990.0,33.0,63.1,5.2,15.1,1680.0,65.6,17.3,15.8,1.3,0.0,0.8,2.2,5.7,2.2,9.1,2.1,1.8,16.5,25.3,11.9,13.9,4.2,4.4,86.8,7.0,6.2,6.3,10.3,7.3,5.5,12.2,11.9,8.3,19.6,5.5,13.1,3286.0,43.6,1559.0,43.2,1727.0,44.0,634.0,2331.0,1858.0,473.0,1858.0,440.0,1418.0,47.4,52.6,34.1,79.7,20.3,100.0,23.7,76.3,2011,,8,,1.0,4.7
lers ros  red,"Restaurant 1,000 - 2,000 Sqft",307 hayes st,2011-09-01,,2531.0,no,"307 hayes st, San Francisco, CA, 94109",65066,lers ros thai noodle,Civic Center,78.5,2017.0,37.777017,-122.42143,Census Tract 162,6075016200,"http://en.wikipedia.org/wiki/Civic_Center,_San_Francisco,_California",1725.0,94019.0,39001.0,1133.0,42687.0,1547.0,27.5,872.0,376.0,282.0,18.0,0.0,52.0,62.0,10.0,74.0,19.0,150.0,158.0,332.0,235.0,367.0,42.0,54.0,1240.0,134.0,181.0,51984.0,60896.0,65261.0,36.0,79.3,9.9,2.3,1547.0,56.1,24.2,18.1,1.2,0.5,0.0,3.3,4.0,0.6,4.8,1.2,9.6,10.2,21.4,15.1,23.6,2.7,3.5,79.7,8.6,11.6,9.2,6.3,7.8,7.7,15.4,19.3,21.3,8.9,3.2,0.9,2541.0,37.1,1491.0,39.4,1050.0,34.6,270.0,1742.0,1594.0,148.0,1594.0,155.0,1439.0,58.7,41.3,16.9,91.5,8.5,100.0,9.7,90.3,2011,,9,,2.0,4.1
