business_name,lic_code,street_address,business_start_date,business_end_date,Lifespan,isClosed,full_address,business_id,name,district,MA,year,latitude,longitude,tract,GEOID10,link,HC01_VC05,HC01_VC113,HC01_VC115,HC01_VC117,HC01_VC121,HC01_VC28,HC01_VC36,HC01_VC41,HC01_VC42,HC01_VC43,HC01_VC44,HC01_VC50,HC01_VC51,HC01_VC52,HC01_VC53,HC01_VC54,HC01_VC55,HC01_VC56,HC01_VC57,HC01_VC58,HC01_VC59,HC01_VC60,HC01_VC61,HC01_VC62,HC01_VC67,HC01_VC68,HC01_VC69,HC01_VC85,HC01_VC86,HC01_VC89,HC01_VC99,HC03_VC05,HC03_VC13,HC03_VC156,HC03_VC28,HC03_VC41,HC03_VC42,HC03_VC43,HC03_VC44,HC03_VC45,HC03_VC50,HC03_VC51,HC03_VC52,HC03_VC53,HC03_VC54,HC03_VC55,HC03_VC56,HC03_VC57,HC03_VC58,HC03_VC59,HC03_VC60,HC03_VC61,HC03_VC62,HC03_VC67,HC03_VC68,HC03_VC69,HC03_VC75,HC03_VC76,HC03_VC77,HC03_VC78,HC03_VC79,HC03_VC80,HC03_VC81,HC03_VC82,HC03_VC83,HC03_VC84,HD01_S001,HD01_S020,HD01_S026,HD01_S045,HD01_S051,HD01_S070,HD01_S151,HD01_S169,HD01_S170,HD01_S171,HD01_S180,HD01_S181,HD01_S184,HD02_S026,HD02_S051,HD02_S151,HD02_S170,HD02_S171,HD02_S180,HD02_S181,HD02_S184,Opening_year,Closing_year,Opening_month,Closing_month
san franciscos hometown creamery,"Restaurant Less Than 1,000 Sqft",1290 9th ave,2015-05-22,,1173.0,no,"1290 9th ave, San Francisco, CA, 94122",82337,san francisco hometown creamery,Inner Sunset,91.0,2018.0,37.764405,-122.466102,Census Tract 302.02,6075030202,http://www.sfgate.com/neighborhoods/sf/innersunset/,2980.0,128616.0,46818.0,1195.0,46014.0,2759.0,32.5,1833.0,258.0,531.0,122.0,0.0,200.0,180.0,19.0,114.0,103.0,104.0,124.0,603.0,1005.0,140.0,155.0,113.0,1969.0,609.0,282.0,83077.0,98856.0,100917.0,26.0,72.3,4.0,4.0,2759.0,64.1,9.0,18.6,4.3,4.1,0.0,7.0,6.3,0.7,4.0,3.6,3.6,4.3,21.1,35.1,4.9,5.4,4.0,68.8,21.3,9.9,4.1,3.9,4.4,7.0,8.8,18.8,12.2,24.8,8.0,8.0,4313.0,34.2,2049.0,34.6,2264.0,33.6,778.0,2229.0,2084.0,145.0,2084.0,461.0,1623.0,47.5,52.5,37.3,93.5,6.5,100.0,22.1,77.9,2015,,5,
bei fang style,"Restaurant Less Than 1,000 Sqft",2218 irving st,2015-05-26,,1169.0,no,"2218 irving st, San Francisco, CA, 94122",83588,bei fang style,Outer Sunset,88.0,2018.0,37.763502,-122.481879,Census Tract 326.01,6075032601,http://www.sfgate.com/neighborhoods/sf/outersunset/,2743.0,98436.0,33840.0,707.0,35427.0,2472.0,30.2,977.0,671.0,602.0,139.0,0.0,92.0,23.0,44.0,154.0,100.0,157.0,195.0,266.0,416.0,384.0,532.0,196.0,1835.0,300.0,424.0,61224.0,80599.0,80895.0,80.0,70.7,6.7,4.5,2472.0,38.2,26.2,23.5,5.4,6.6,0.0,3.6,0.9,1.7,6.0,3.9,6.1,7.6,10.4,16.3,15.0,20.8,7.7,71.7,11.7,16.6,4.0,3.7,9.8,10.3,10.3,21.3,13.1,9.5,14.9,3.0,4416.0,36.8,2139.0,35.8,2277.0,37.9,913.0,1845.0,1728.0,117.0,1728.0,592.0,1136.0,48.4,51.6,52.8,93.7,6.3,100.0,34.3,65.7,2015,,5,
bar nua,"Restaurant Greater Than 2,000 Sqft",561 columbus ave,2015-05-29,,1166.0,no,"561 columbus ave, San Francisco, CA, 94133",83773,bar nua,North Beach,83.0,2018.0,37.7999585,-122.4099817,Census Tract 107,6075010700,http://www.sfgate.com/neighborhoods/sf/northbeach/,2733.0,45444.0,21204.0,1497.0,21500.0,2276.0,27.5,688.0,762.0,467.0,94.0,0.0,109.0,247.0,13.0,260.0,22.0,86.0,165.0,294.0,436.0,357.0,163.0,195.0,1868.0,337.0,142.0,22828.0,41028.0,58945.0,207.0,52.7,13.6,21.4,2276.0,29.3,32.5,19.9,4.0,14.3,0.0,4.6,10.5,0.6,11.1,0.9,3.7,7.0,12.5,18.6,15.2,6.9,8.3,79.6,14.4,6.1,20.6,19.9,13.8,11.8,8.2,8.1,6.4,5.2,3.1,2.8,5592.0,51.6,2636.0,49.4,2956.0,53.6,1298.0,3025.0,2778.0,247.0,2778.0,154.0,2624.0,47.1,52.9,46.7,91.8,8.2,100.0,5.5,94.5,2015,,5,
f2 founders llc,,400 grove st,2015-06-01,,1163.0,no,"400 grove st, San Francisco, CA, 94102",84668,f2 founders llc,Hayes Valley,90.5,2018.0,37.7779309,-122.4234898,Census Tract 162,6075016200,http://www.sfgate.com/neighborhoods/sf/hayesvalley/,1725.0,94019.0,39001.0,1133.0,42687.0,1547.0,27.5,872.0,376.0,282.0,18.0,0.0,52.0,62.0,10.0,74.0,19.0,150.0,158.0,332.0,235.0,367.0,42.0,54.0,1240.0,134.0,181.0,51984.0,60896.0,65261.0,36.0,79.3,9.9,2.3,1547.0,56.1,24.2,18.1,1.2,0.5,0.0,3.3,4.0,0.6,4.8,1.2,9.6,10.2,21.4,15.1,23.6,2.7,3.5,79.7,8.6,11.6,9.2,6.3,7.8,7.7,15.4,19.3,21.3,8.9,3.2,0.9,2541.0,37.1,1491.0,39.4,1050.0,34.6,270.0,1742.0,1594.0,148.0,1594.0,155.0,1439.0,58.7,41.3,16.9,91.5,8.5,100.0,9.7,90.3,2015,,6,
dragon papa,Take-Out Establishment,752 grant ave,2015-06-03,,1161.0,no,"752 grant ave, San Francisco, CA, 94108",83603,dragon papa,Chinatown,90.0,2017.0,37.7941724,-122.4061811,Census Tract 118,6075011800,http://www.sfgate.com/neighborhoods/sf/chinatown/,931.0,32698.0,17853.0,280.0,11875.0,770.0,25.1,128.0,419.0,211.0,6.0,0.0,0.0,28.0,9.0,83.0,22.0,14.0,38.0,176.0,47.0,193.0,170.0,12.0,683.0,58.0,51.0,23779.0,44174.0,56098.0,43.0,56.2,14.9,29.7,770.0,16.2,52.9,26.6,0.8,3.5,0.0,0.0,3.5,1.1,10.5,2.8,1.8,4.8,22.2,5.9,24.4,21.5,1.5,86.2,7.3,6.4,19.8,16.2,20.1,8.4,23.6,2.9,1.3,4.9,1.5,1.3,1500.0,50.3,728.0,48.3,772.0,52.4,373.0,800.0,695.0,105.0,695.0,13.0,682.0,48.5,51.5,53.7,86.9,13.1,100.0,1.9,98.1,2015,,6,
jordans kitchen llc,"Restaurant Greater Than 2,000 Sqft",413 10th st,2011-09-08,,2525.0,no,"413 10th st, San Francisco, CA, 94103",81637,jordans kitchen llc,South of Market,96.0,2017.0,37.7714519,-122.4107503,Census Tract 180,6075018000,http://www.sfgate.com/neighborhoods/sf/soma/,1915.0,152559.0,47390.0,851.0,53651.0,1711.0,28.5,1037.0,256.0,350.0,43.0,0.0,16.0,128.0,24.0,180.0,45.0,148.0,329.0,377.0,98.0,233.0,65.0,68.0,1436.0,96.0,152.0,111375.0,129611.0,129643.0,0.0,56.0,10.7,13.9,1711.0,60.6,15.0,20.5,2.5,1.5,0.0,0.9,7.5,1.4,10.5,2.6,8.6,19.2,22.0,5.7,13.6,3.8,4.0,83.9,5.6,8.9,4.4,4.8,1.5,8.8,5.9,14.1,6.9,27.0,2.1,24.6,4221.0,36.8,2884.0,38.3,1337.0,33.9,397.0,1595.0,1499.0,96.0,1499.0,598.0,901.0,68.3,31.7,26.5,94.0,6.0,100.0,39.9,60.1,2011,,9,
saigon sandwiches,"Restaurant Less Than 1,000 Sqft",581 eddy st,2014-08-27,,1441.0,no,"581 eddy st, San Francisco, CA, 94102",80313,saigon sandwiches,Tenderloin,71.5,2018.0,37.7832317,-122.4171655,Census Tract 124.01,6075012401,http://www.sfgate.com/neighborhoods/sf/tenderloin/,2462.0,34894.0,16888.0,1747.0,22245.0,2376.0,25.2,281.0,1420.0,395.0,77.0,0.0,114.0,73.0,0.0,217.0,110.0,24.0,144.0,207.0,235.0,1142.0,57.0,53.0,2137.0,116.0,93.0,21061.0,28966.0,36303.0,117.0,62.3,3.5,18.8,2376.0,11.8,59.8,16.6,3.2,8.5,0.0,4.8,3.1,0.0,9.1,4.6,1.0,6.1,8.7,9.9,48.1,2.4,2.2,89.9,4.9,3.9,14.0,17.9,28.4,10.1,11.8,11.3,5.0,1.5,0.0,0.0,5075.0,37.5,3274.0,37.2,1801.0,38.0,752.0,2934.0,2698.0,236.0,2698.0,13.0,2685.0,64.5,35.5,27.9,92.0,8.0,100.0,0.5,99.5,2014,,8,
the lunchpad,"Restaurant 1,000 - 2,000 Sqft",581 hayes st,2013-02-14,,2000.0,no,"581 hayes st, San Francisco, CA, 94102",82097,the lunchpad,Hayes Valley,90.5,2017.0,37.7763532,-122.4258658,Census Tract 162,6075016200,http://www.sfgate.com/neighborhoods/sf/hayesvalley/,1725.0,94019.0,39001.0,1133.0,42687.0,1547.0,27.5,872.0,376.0,282.0,18.0,0.0,52.0,62.0,10.0,74.0,19.0,150.0,158.0,332.0,235.0,367.0,42.0,54.0,1240.0,134.0,181.0,51984.0,60896.0,65261.0,36.0,79.3,9.9,2.3,1547.0,56.1,24.2,18.1,1.2,0.5,0.0,3.3,4.0,0.6,4.8,1.2,9.6,10.2,21.4,15.1,23.6,2.7,3.5,79.7,8.6,11.6,9.2,6.3,7.8,7.7,15.4,19.3,21.3,8.9,3.2,0.9,2541.0,37.1,1491.0,39.4,1050.0,34.6,270.0,1742.0,1594.0,148.0,1594.0,155.0,1439.0,58.7,41.3,16.9,91.5,8.5,100.0,9.7,90.3,2013,,2,
the moonshot,"Restaurant 1,000 - 2,000 Sqft",2120 greenwich st,2015-05-29,,1166.0,no,"2120 greenwich st, San Francisco, CA, 94123",83727,the moonshot,Union Street,98.0,2017.0,37.7992257,-122.435499,Census Tract 129.02,6075012902,,2794.0,206704.0,88042.0,1563.0,71676.0,2634.0,31.8,1701.0,57.0,818.0,58.0,0.0,156.0,91.0,125.0,234.0,109.0,202.0,431.0,617.0,340.0,160.0,128.0,41.0,2357.0,150.0,127.0,101701.0,139999.0,141936.0,0.0,84.0,5.7,0.0,2634.0,64.6,2.2,31.1,2.2,0.0,0.0,5.9,3.5,4.7,8.9,4.1,7.7,16.4,23.4,12.9,6.1,4.9,1.6,89.5,5.7,4.8,1.6,4.5,7.4,2.9,4.6,10.0,14.3,23.9,14.4,16.4,3376.0,32.8,1534.0,33.1,1842.0,32.4,482.0,2215.0,2023.0,192.0,2023.0,365.0,1658.0,45.4,54.6,23.8,91.3,8.7,100.0,18.0,82.0,2015,,5,
fine and rare,"Restaurant Greater Than 2,000 Sqft",555 golden gate ave,2014-05-04,2018-05-13,1470.0,yes,"555 golden gate ave, San Francisco, CA, 94102",83475,fine and rare,Civic Center,94.0,2018.0,37.7808655,-122.4196054,Census Tract 124.02,6075012402,"http://en.wikipedia.org/wiki/Civic_Center,_San_Francisco,_California",1439.0,44595.0,23441.0,1570.0,24228.0,1219.0,28.7,489.0,489.0,182.0,72.0,16.0,79.0,75.0,6.0,59.0,10.0,27.0,135.0,166.0,232.0,294.0,153.0,36.0,1056.0,199.0,33.0,18908.0,34463.0,45318.0,150.0,51.9,10.5,20.5,1219.0,38.0,38.0,14.1,5.6,4.3,1.2,6.1,5.8,0.5,4.6,0.8,2.1,10.5,12.9,18.0,22.8,11.9,2.8,82.0,15.5,2.6,26.5,19.0,11.1,10.1,10.5,13.1,5.7,1.6,0.3,2.1,3974.0,36.8,2410.0,38.9,1564.0,34.0,493.0,2517.0,2254.0,263.0,2254.0,94.0,2160.0,60.6,39.4,21.9,89.6,10.4,100.0,4.2,95.8,2014,2018.0,5,5.0
lous cafe,"Restaurant Less Than 1,000 Sqft",100 pine st #102,2009-09-14,,3249.0,no,"100 pine st #102, San+francisco, CA, 94111",83449,lous cafe,Financial District,77.5,2017.0,37.7925318,-122.3988929,Census Tract 117,6075011700,http://sanfrancisco.about.com/od/neighborhoodprofiles/ig/sfmaps/financial-district.htm,733.0,55747.0,27841.0,737.0,30855.0,685.0,19.1,234.0,180.0,139.0,0.0,0.0,13.0,56.0,0.0,114.0,71.0,47.0,57.0,102.0,126.0,55.0,54.0,0.0,578.0,58.0,59.0,23165.0,41735.0,56874.0,84.0,54.3,5.2,26.6,685.0,33.7,25.9,20.0,0.0,20.4,0.0,1.9,8.1,0.0,16.4,10.2,6.8,8.2,14.7,18.1,7.9,7.8,0.0,83.2,8.3,8.5,18.3,18.8,16.6,17.0,3.4,10.0,1.6,6.5,4.8,2.9,1783.0,43.6,988.0,44.3,795.0,42.4,292.0,1416.0,1012.0,404.0,1012.0,87.0,925.0,55.4,44.6,28.9,71.5,28.5,100.0,8.6,91.4,2009,,9,
itea kearny sf,"Restaurant Less Than 1,000 Sqft",253 kearny st,2015-07-06,,1128.0,no,"253 kearny st, San Francisco, CA, 94108",84040,itea kearny sf,Downtown / Union Square,89.0,2018.0,37.7905266,-122.4042567,Census Tract 117,6075011700,http://www.sfgate.com/neighborhoods/sf/unionsquare/,733.0,55747.0,27841.0,737.0,30855.0,685.0,19.1,234.0,180.0,139.0,0.0,0.0,13.0,56.0,0.0,114.0,71.0,47.0,57.0,102.0,126.0,55.0,54.0,0.0,578.0,58.0,59.0,23165.0,41735.0,56874.0,84.0,54.3,5.2,26.6,685.0,33.7,25.9,20.0,0.0,20.4,0.0,1.9,8.1,0.0,16.4,10.2,6.8,8.2,14.7,18.1,7.9,7.8,0.0,83.2,8.3,8.5,18.3,18.8,16.6,17.0,3.4,10.0,1.6,6.5,4.8,2.9,1783.0,43.6,988.0,44.3,795.0,42.4,292.0,1416.0,1012.0,404.0,1012.0,87.0,925.0,55.4,44.6,28.9,71.5,28.5,100.0,8.6,91.4,2015,,7,
i tea sf,"Restaurant Less Than 1,000 Sqft",2150 irving st,2014-09-12,,1425.0,no,"2150 irving st, San Francisco, CA, 94122",82354,i tea sf,Outer Sunset,94.0,2018.0,37.7635243,-122.4811727,Census Tract 326.01,6075032601,http://www.sfgate.com/neighborhoods/sf/outersunset/,2743.0,98436.0,33840.0,707.0,35427.0,2472.0,30.2,977.0,671.0,602.0,139.0,0.0,92.0,23.0,44.0,154.0,100.0,157.0,195.0,266.0,416.0,384.0,532.0,196.0,1835.0,300.0,424.0,61224.0,80599.0,80895.0,80.0,70.7,6.7,4.5,2472.0,38.2,26.2,23.5,5.4,6.6,0.0,3.6,0.9,1.7,6.0,3.9,6.1,7.6,10.4,16.3,15.0,20.8,7.7,71.7,11.7,16.6,4.0,3.7,9.8,10.3,10.3,21.3,13.1,9.5,14.9,3.0,4416.0,36.8,2139.0,35.8,2277.0,37.9,913.0,1845.0,1728.0,117.0,1728.0,592.0,1136.0,48.4,51.6,52.8,93.7,6.3,100.0,34.3,65.7,2014,,9,
los shucos latin hot dogs,"Restaurant Less Than 1,000 Sqft",3224 1/2 22nd st,2012-07-31,,2198.0,no,"3224 1/2 22nd st, San Francisco, CA, 9411",74761,los shucos latin hot dogs,Potrero Hill,96.0,2017.0,37.7569752,-122.4055914,Census Tract 228.02,6075022802,http://www.sfgate.com/neighborhoods/sf/potrerohill/,1199.0,86841.0,33736.0,254.0,34844.0,1127.0,24.5,480.0,198.0,295.0,72.0,15.0,55.0,61.0,75.0,85.0,53.0,91.0,76.0,168.0,220.0,167.0,53.0,39.0,905.0,212.0,41.0,88654.0,102909.0,102584.0,15.0,60.5,3.4,3.5,1127.0,41.5,17.1,25.5,6.2,9.8,1.3,4.7,5.3,6.5,7.3,4.6,7.9,6.6,14.5,19.0,14.4,4.6,3.4,78.2,18.3,3.5,1.1,0.0,7.9,1.9,25.7,12.4,15.4,8.0,16.2,11.3,2099.0,39.2,1129.0,39.9,970.0,38.4,297.0,630.0,593.0,37.0,593.0,178.0,415.0,53.8,46.2,50.1,94.1,5.9,100.0,30.0,70.0,2012,,7,
chubby noodle,"Restaurant Less Than 1,000 Sqft",1310 grant ave,2015-07-01,,1133.0,no,"1310 grant ave, San Francisco, CA, 94133",85532,chubby noodle,North Beach,92.0,2017.0,37.7990326,-122.4071589,Census Tract 106,6075010600,http://www.sfgate.com/neighborhoods/sf/northbeach/,2449.0,59887.0,29233.0,963.0,28182.0,2205.0,29.2,751.0,721.0,613.0,82.0,0.0,82.0,124.0,13.0,220.0,53.0,86.0,213.0,461.0,201.0,529.0,190.0,74.0,2025.0,121.0,100.0,27611.0,60353.0,72995.0,113.0,67.5,8.3,24.8,2205.0,33.4,32.1,27.3,3.7,3.5,0.0,3.7,5.5,0.6,9.8,2.4,3.8,9.5,20.5,8.9,23.6,8.5,3.3,90.2,5.4,4.5,12.7,11.8,21.3,7.3,6.5,8.0,7.8,17.9,2.2,4.4,3894.0,42.6,2133.0,41.9,1761.0,43.3,710.0,2286.0,2015.0,271.0,2015.0,182.0,1833.0,54.8,45.2,35.2,88.1,11.9,100.0,9.0,91.0,2015,,7,
3rd cousin,"Restaurant 1,000 - 2,000 Sqft",919 cortland ave,2014-04-01,,1589.0,no,"919 cortland ave, San Francisco, CA, 94131",85495,3rd cousin,Bernal Heights,100.0,2018.0,37.7391378,-122.4136986,Census Tract 252,6075025200,http://www.sfgate.com/neighborhoods/sf/bernalheights/,3511.0,132248.0,52509.0,1011.0,46433.0,3304.0,27.4,1860.0,759.0,510.0,185.0,0.0,51.0,160.0,60.0,230.0,126.0,177.0,123.0,748.0,682.0,688.0,226.0,126.0,2590.0,556.0,251.0,98815.0,129965.0,134279.0,45.0,74.8,3.2,3.3,3304.0,54.8,22.3,15.0,5.4,2.4,0.0,1.5,4.7,1.8,6.8,3.7,5.2,3.6,22.0,20.1,20.3,6.7,3.7,76.2,16.4,7.4,1.6,2.2,4.1,7.1,9.8,13.5,13.0,20.6,9.5,18.6,5369.0,40.0,2673.0,40.0,2696.0,39.9,1078.0,2257.0,2125.0,132.0,2125.0,1258.0,867.0,49.8,50.2,50.7,94.2,5.8,100.0,59.2,40.8,2014,,4,
fumi curry,"Restaurant 1,000 - 2,000 Sqft",3303 mission st,2014-08-26,,1442.0,no,"3303 mission st, San Francisco, CA, 94102",81302,fumi curry,Bernal Heights,77.5,2017.0,37.7439931,-122.4205898,Census Tract 253,6075025300,http://www.sfgate.com/neighborhoods/sf/bernalheights/,3407.0,122970.0,43601.0,976.0,44780.0,3017.0,26.7,1444.0,638.0,579.0,189.0,18.0,181.0,110.0,95.0,167.0,161.0,183.0,19.0,783.0,426.0,408.0,324.0,233.0,2209.0,525.0,364.0,88711.0,111119.0,118585.0,28.0,80.4,8.8,0.8,3017.0,46.5,20.5,18.6,6.1,8.3,0.6,5.8,3.5,3.1,5.4,5.2,5.9,0.6,25.2,13.7,13.1,10.4,7.5,71.1,16.9,11.7,2.7,5.7,4.5,7.6,4.9,16.2,14.5,19.3,10.0,14.6,4362.0,37.3,2296.0,37.1,2066.0,37.4,783.0,1881.0,1767.0,114.0,1767.0,752.0,1015.0,52.6,47.4,44.3,93.9,6.1,100.0,42.6,57.4,2014,,8,
chipotle mexican grill #2293,"Restaurant Less Than 1,000 Sqft",2675 geary blvd e105,2001-04-06,,6332.0,no,"2675 geary blvd e105, San Francisco, CA, 94118",83365,chipotle mexican grill,Anza Vista,99.0,2018.0,37.7821682,-122.4464584,Census Tract 157,6075015700,"http://en.wikipedia.org/wiki/Anza_Vista,_San_Francisco",4427.0,148129.0,38746.0,1487.0,35619.0,3923.0,25.3,2102.0,407.0,1367.0,189.0,13.0,63.0,193.0,106.0,396.0,113.0,86.0,370.0,841.0,1287.0,258.0,330.0,127.0,3351.0,513.0,319.0,90035.0,114930.0,121494.0,44.0,62.3,5.5,0.9,3923.0,50.3,9.7,32.7,4.5,2.8,0.3,1.5,4.6,2.5,9.5,2.7,2.1,8.8,20.1,30.8,6.2,7.9,3.0,80.1,12.3,7.6,10.0,4.5,2.1,0.8,7.2,8.2,21.8,16.9,12.6,16.0,7832.0,27.6,3523.0,29.9,4309.0,25.2,876.0,2754.0,2575.0,179.0,2575.0,840.0,1735.0,45.0,55.0,34.0,93.5,6.5,100.0,32.6,67.4,2001,,4,
an japanese restaurant,"Restaurant Less Than 1,000 Sqft",22 peace plaza 510,2015-07-20,,1114.0,no,"22 peace plaza 510, San+francisco, CA, 94115",84321,an japanese restaurant,Japantown,98.0,2017.0,37.7850992,-122.4291059,Census Tract 155,6075015500,"http://en.wikipedia.org/wiki/Japantown,_San_Francisco,_California",1627.0,70757.0,40384.0,1596.0,41854.0,1473.0,27.2,822.0,222.0,258.0,119.0,0.0,3.0,39.0,0.0,106.0,44.0,335.0,103.0,315.0,258.0,176.0,97.0,19.0,1327.0,107.0,61.0,48058.0,68201.0,75570.0,105.0,42.6,8.1,1.8,1473.0,55.0,14.8,17.3,8.0,4.9,0.0,0.2,2.6,0.0,7.1,2.9,22.4,6.9,21.1,17.3,11.8,6.5,1.3,88.8,7.2,4.1,13.7,11.3,9.5,5.2,12.3,12.0,15.4,13.0,2.8,4.8,3622.0,45.7,1523.0,39.8,2099.0,53.3,533.0,2441.0,2176.0,265.0,2176.0,264.0,1912.0,42.0,58.0,24.5,89.1,10.9,100.0,12.1,87.9,2015,,7,
dip llc,"Restaurant Less Than 1,000 Sqft",1318 grant ave,2015-07-24,,1110.0,no,"1318 grant ave, San Francisco, CA, 94133",87364,dip llc,North Beach,78.0,2017.0,37.7991331,-122.4071869,Census Tract 106,6075010600,http://www.sfgate.com/neighborhoods/sf/northbeach/,2449.0,59887.0,29233.0,963.0,28182.0,2205.0,29.2,751.0,721.0,613.0,82.0,0.0,82.0,124.0,13.0,220.0,53.0,86.0,213.0,461.0,201.0,529.0,190.0,74.0,2025.0,121.0,100.0,27611.0,60353.0,72995.0,113.0,67.5,8.3,24.8,2205.0,33.4,32.1,27.3,3.7,3.5,0.0,3.7,5.5,0.6,9.8,2.4,3.8,9.5,20.5,8.9,23.6,8.5,3.3,90.2,5.4,4.5,12.7,11.8,21.3,7.3,6.5,8.0,7.8,17.9,2.2,4.4,3894.0,42.6,2133.0,41.9,1761.0,43.3,710.0,2286.0,2015.0,271.0,2015.0,182.0,1833.0,54.8,45.2,35.2,88.1,11.9,100.0,9.0,91.0,2015,,7,
live feed commissary,,2200 jerrold ave z,1968-10-01,,18207.0,no,"2200 jerrold ave z, San Francisco, CA, 94124",84449,live feed,Produce Market,98.0,2015.0,37.7457068,-122.3988245,Census Tract 9809,6075980900,,305.0,142438.0,85280.0,107.0,93189.0,305.0,31.9,210.0,11.0,61.0,0.0,0.0,20.0,49.0,0.0,52.0,0.0,0.0,9.0,68.0,88.0,19.0,0.0,0.0,247.0,41.0,17.0,149914.0,152746.0,146806.0,9.0,97.1,0.0,12.7,305.0,68.9,3.6,20.0,0.0,7.5,0.0,6.6,16.1,0.0,17.0,0.0,0.0,3.0,22.3,28.9,6.2,0.0,0.0,81.0,13.4,5.6,5.1,0.0,0.0,0.0,0.0,12.9,11.2,21.3,18.0,31.5,350.0,37.8,211.0,39.0,139.0,35.8,43.0,160.0,146.0,14.0,146.0,26.0,120.0,60.3,39.7,29.5,91.3,8.8,100.0,17.8,82.2,1968,,10,
the castro fountain,"Restaurant 1,000 - 2,000 Sqft",554 castro st,2015-07-29,,1105.0,no,"554 castro st, San Francisco, CA, 94114",86071,the castro fountain,Castro,100.0,2017.0,37.7600064,-122.4352004,Census Tract 205,6075020500,http://www.sfgate.com/neighborhoods/sf/castro/,1730.0,159662.0,65576.0,914.0,58465.0,1625.0,27.0,1205.0,158.0,233.0,26.0,0.0,15.0,128.0,13.0,173.0,35.0,96.0,171.0,385.0,329.0,157.0,70.0,80.0,1202.0,299.0,151.0,92473.0,117618.0,123183.0,30.0,75.4,4.5,3.8,1625.0,72.9,9.6,14.1,1.6,1.8,0.0,0.9,7.7,0.8,10.5,2.1,5.8,10.4,23.3,19.9,9.5,4.2,4.8,72.8,18.1,9.1,0.8,7.7,7.6,5.9,4.3,16.9,10.7,20.0,9.3,16.9,2583.0,42.6,1735.0,44.1,848.0,38.5,303.0,1397.0,1325.0,72.0,1325.0,548.0,777.0,67.2,32.8,22.9,94.8,5.2,100.0,41.4,58.6,2015,,7,
pizza joint,"Restaurant Less Than 1,000 Sqft",3088 balboa st,2015-03-27,,1229.0,no,"3088 balboa st, San Francisco, CA, 94121",82664,pizza joint,Outer Richmond,80.0,2018.0,37.7761394,-122.4918098,Census Tract 478.01,6075047801,http://www.sfgate.com/neighborhoods/sf/outerrichmond/,2271.0,99166.0,34417.0,548.0,42654.0,1943.0,36.2,1058.0,335.0,437.0,72.0,0.0,70.0,75.0,92.0,264.0,81.0,181.0,134.0,217.0,488.0,257.0,19.0,80.0,1456.0,339.0,163.0,78056.0,88630.0,92719.0,82.0,65.9,13.8,5.8,1943.0,54.0,17.1,22.3,3.7,2.9,0.0,3.6,3.8,4.7,13.5,4.1,9.2,6.8,11.1,24.9,13.1,1.0,4.1,74.4,17.3,8.3,1.4,6.4,7.4,5.6,17.5,11.5,14.3,18.1,11.9,6.0,4005.0,43.9,1883.0,43.1,2122.0,44.7,956.0,1770.0,1634.0,136.0,1634.0,737.0,897.0,47.0,53.0,58.5,92.3,7.7,100.0,45.1,54.9,2015,,3,
aloha hawaiian barbecue,"Restaurant 1,000 - 2,000 Sqft",4935 mission st,2015-03-31,,1225.0,no,"4935 mission st, San Francisco, CA, 94112",82733,aloha hawaiian barbecue,Excelsior,84.0,2018.0,37.7194255,-122.4386237,Census Tract 260.04,6075026004,"http://en.wikipedia.org/wiki/Excelsior_District,_San_Francisco,_California",2412.0,85576.0,25978.0,314.0,32548.0,2148.0,30.0,663.0,548.0,495.0,151.0,0.0,72.0,200.0,13.0,308.0,165.0,24.0,65.0,287.0,591.0,197.0,228.0,57.0,1673.0,365.0,169.0,75057.0,87881.0,86195.0,83.0,71.8,8.5,4.4,2148.0,30.0,24.8,22.4,6.8,15.9,0.0,3.3,9.1,0.6,14.0,7.5,1.1,2.9,13.0,26.8,8.9,10.3,2.6,75.8,16.5,7.7,3.0,4.8,5.3,8.7,8.8,19.3,13.0,21.7,8.4,7.0,4315.0,37.5,2188.0,35.5,2127.0,39.7,871.0,1205.0,1144.0,61.0,1144.0,678.0,466.0,50.7,49.3,76.1,94.9,5.1,100.0,59.3,40.7,2015,,3,
el aji peruvian restaurant,,3015 mission st,2015-03-31,2017-06-30,822.0,yes,"3015 mission st, San Francisco, CA, 9411",87440,el aji peruvian restaurant,South of Market,85.0,2018.0,37.780054,-122.409586,Census Tract 176.01,6075017601,http://www.sfgate.com/neighborhoods/sf/soma/,3188.0,49387.0,25330.0,2221.0,25938.0,2657.0,25.0,951.0,626.0,894.0,215.0,0.0,139.0,177.0,44.0,319.0,70.0,197.0,247.0,364.0,617.0,641.0,74.0,95.0,2522.0,334.0,128.0,23099.0,46745.0,61388.0,259.0,60.9,5.9,12.7,2657.0,31.9,21.0,30.0,7.2,10.0,0.0,4.7,5.9,1.5,10.7,2.3,6.6,8.3,12.2,20.7,21.5,2.5,3.2,84.5,11.2,4.3,17.8,16.6,18.0,5.9,6.8,10.1,11.3,9.5,1.8,2.3,7630.0,41.5,4723.0,42.8,2907.0,39.0,1029.0,5296.0,4321.0,975.0,4321.0,407.0,3914.0,61.9,38.1,23.8,81.6,18.4,100.0,9.4,90.6,2015,2017.0,3,6.0
