Case Number,Pre Buyout Disclosure Date,Buyout Agreement Date,Buyout Amount,Unknown Amount,Other Consideration,Number of Tenants,Block Address,ZIP Code,Supervisor District,Analysis Neighborhood,the_geom,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,:@computed_region_fyvs_ahh9,:@computed_region_p5aj_wyqh,:@computed_region_rxqg_mtj9,:@computed_region_yftq_j783,:@computed_region_bh8s_q3mv
B172521,10/2/17,12/26/17,"$10,203.48 ",FALSE,TRUE,2,1700 Block of Steiner Street,94115,5,Japantown,"(37.785418772971, -122.434755485233)",103,4,11,15,13,9,11,13,"29,490"
B172522,10/2/17,11/22/17,"$6,300.00 ",FALSE,FALSE,1,1600 Block of 48th Avenue,94122,4,Sunset/Parkside,"(37.755670610625, -122.507670205188)",39,10,7,35,35,8,3,1,56
B172523,10/2/17,12/18/17,"$16,000.00 ",FALSE,FALSE,1,1600 Block of 48th Avenue,94122,4,Sunset/Parkside,"(37.755670610625, -122.507670205188)",39,10,7,35,35,8,3,1,56
B172525,10/3/17,11/21/17,"$150,000.00 ",FALSE,TRUE,1,700 Block of Clipper Street,94114,8,Noe Valley,"(37.748696513963, -122.440449238871)",51,3,5,22,22,4,5,2,"28,862"
B172530,10/4/17,2/16/18,"$70,000.00 ",FALSE,FALSE,1,500 Block of Pierce Street,94117,5,Hayes Valley,"(37.774937688919, -122.434457138283)",23,4,11,9,10,5,11,15,"29,492"
B172531,10/3/17,3/7/18,"$80,000.00 ",FALSE,TRUE,1,1600 Block of Beach Street,94123,2,Marina,"(37.804693684724, -122.436278802064)",17,4,6,13,17,9,1,13,57
B172532,,10/5/17,"$17,000.00 ",FALSE,FALSE,2,2800 Block of Fulton Street,94118,1,Inner Richmond,"(37.773881736771, -122.46216273771)",5,8,4,11,11,6,2,11,54
B172533,10/6/17,10/6/17,"$20,000.00 ",FALSE,FALSE,3,1400 Block of Baker Street,94115,5,Presidio Heights,"(37.784353072601, -122.443154108637)",103,8,11,31,31,6,11,15,"29,490"
B172543,10/10/17,12/28/17,"$20,000.00 ",FALSE,TRUE,1,100 Block of Haight Street,94102,5,Hayes Valley,"(37.772900089786, -122.424646169167)",26,4,11,9,10,9,11,7,"28,852"
B172544,10/11/17,2/26/18,"$20,000.00 ",FALSE,FALSE,1,400 Block of Hugo Street,94122,5,Inner Sunset,"(37.765192844071, -122.462635512443)",109,7,11,14,12,5,11,11,56
B172596,,10/13/17,"$3,915.00 ",FALSE,FALSE,2,200 Block of Nueva Avenue,94134,10,Bayview Hunters Point,"(37.710709097949, -122.397456441477)",89,2,9,1,1,3,8,10,309
B172602,10/17/17,4/11/18,"$52,000.00 ",FALSE,TRUE,1,800 Block of 30th Avenue,94121,1,Outer Richmond,"(37.773255461614, -122.4896787335)",8,8,4,29,26,6,2,11,55
B172671,10/18/17,4/2/18,$0.00 ,FALSE,FALSE,1,2400 Block of Union Street,94123,2,Marina,"(37.796511711352, -122.439589612888)",14,4,6,13,17,9,1,13,57
B172672,10/18/17,12/29/17,"$36,000.00 ",FALSE,TRUE,1,0 Block of Pond Street,94114,8,Castro/Upper Market,"(37.76347437701, -122.432270774967)",38,3,5,5,3,4,5,15,"28,862"
B172673,10/20/17,1/3/18,"$30,000.00 ",FALSE,FALSE,2,2900 Block of Broderick Street,94123,2,Marina,"(37.797425275531, -122.444112483038)",14,4,6,13,17,9,1,13,57
B172674,10/20/17,12/19/17,"$11,000.00 ",FALSE,FALSE,1,300 Block of Bartlett Street,94110,9,Mission,"(37.751376299007, -122.419409557671)",53,3,2,20,19,4,7,2,"28,859"
B172675,10/20/17,12/19/17,"$200,000.00 ",FALSE,TRUE,2,800 Block of Greenwich Street,94133,3,Russian Hill,"(37.801896409519, -122.413270635249)",107,6,3,32,32,1,10,3,308
B172676,10/20/17,1/5/18,"$21,687.50 ",FALSE,FALSE,2,1500 Block of Golden Gate Avenue,94115,5,Western Addition,"(37.77898707071, -122.43605197008)",97,4,11,39,41,5,11,15,"29,490"
B172677,10/20/17,5/7/18,"$55,000.00 ",FALSE,TRUE,1,400 Block of Frederick Street,94117,5,Haight Ashbury,"(37.766428605175, -122.452109964179)",29,7,11,3,9,5,11,15,"29,492"
B172682,10/23/17,12/19/17,"$8,181.00 ",FALSE,FALSE,1,1400 Block of 11th Avenue,94122,7,Inner Sunset,"(37.761152424688, -122.468186814869)",109,10,8,14,12,8,4,1,56
B172719,,10/10/17,"$17,000.00 ",FALSE,TRUE,1,200 Block of Cortland Avenue,94110,9,Bernal Heights,"(37.739464255517, -122.418843328602)",83,9,2,2,2,7,7,2,"28,859"
B172721,10/26/17,1/25/18,"$20,000.00 ",FALSE,TRUE,2,200 Block of Monterey Boulevard,94131,7,West of Twin Peaks,"(37.731680682361, -122.440884412905)",95,9,8,41,40,7,4,9,63
B172737,10/30/17,11/7/17,"$11,000.00 ",FALSE,FALSE,2,2500 Block of Rivera Street,94116,4,Sunset/Parkside,"(37.74605384909, -122.493636358609)",40,10,7,35,35,8,3,1,"29,491"
B172791,11/1/17,1/4/18,"$100,000.00 ",FALSE,TRUE,2,0 Block of Walter Street,94114,8,Castro/Upper Market,"(37.768384878251, -122.432450783246)",28,7,5,5,3,5,5,15,"28,862"
B172797,11/3/17,3/28/18,"$62,000.00 ",FALSE,TRUE,2,200 Block of Castro Street,94114,8,Castro/Upper Market,"(37.764518504078, -122.435287518203)",28,7,5,5,3,5,5,15,"28,862"
B172800,11/3/17,1/22/18,"$24,500.00 ",FALSE,FALSE,1,3900 Block of Washington Street,94118,2,Presidio Heights,"(37.78859664797, -122.458321745166)",10,8,6,31,31,6,1,11,54
B172801,11/6/17,1/10/18,$0.00 ,FALSE,FALSE,2,700 Block of Pine Street,94108,3,Nob Hill,"(37.791197250682, -122.407680788047)",16,6,3,21,21,1,10,5,"28,857"
B172806,11/7/17,2/8/18,"$77,700.00 ",FALSE,FALSE,1,4700 Block of 18th Street,94114,8,Castro/Upper Market,"(37.759951941274, -122.443935062684)",115,3,5,5,3,4,5,2,"28,862"
B172855,9/14/17,11/8/17,"$6,300.00 ",FALSE,FALSE,1,100 Block of Maynard Street,94112,11,Excelsior,"(37.729395149487, -122.427150965565)",94,9,1,7,5,7,6,9,"28,861"
B172870,11/13/17,1/30/18,"$17,900.00 ",FALSE,FALSE,1,300 Block of 26th Avenue,94121,1,Outer Richmond,"(37.782900693847, -122.486086091958)",8,8,4,29,26,6,2,11,55
B172871,11/13/17,4/25/18,"$58,050.00 ",FALSE,FALSE,1,300 Block of 26th Avenue,94121,1,Outer Richmond,"(37.782900693847, -122.486086091958)",8,8,4,29,26,6,2,11,55
B172872,11/13/17,11/15/17,"$12,562.00 ",FALSE,FALSE,2,500 Block of London Street,94112,11,Excelsior,"(37.720457745585, -122.437030988136)",90,9,1,7,5,7,6,9,"28,861"
B172910,11/13/17,3/6/18,"$45,888.00 ",FALSE,FALSE,3,2300 Block of 37th Avenue,94116,4,Sunset/Parkside,"(37.743131507349, -122.495113415451)",39,10,7,35,35,8,3,1,"29,491"
B172915,11/13/17,2/21/18,"$5,563.48 ",FALSE,FALSE,2,600 Block of Bosworth Street,94131,8,West of Twin Peaks,"(37.733527216617, -122.434603609233)",96,9,5,41,40,7,5,9,63
B172918,11/15/17,2/12/18,"$63,300.00 ",FALSE,FALSE,1,2200 Block of Pine Street,94115,2,Pacific Heights,"(37.788161091409, -122.432425381244)",102,4,6,30,27,9,1,13,"29,490"
B172919,11/15/17,3/16/18,"$20,000.00 ",FALSE,TRUE,2,1200 Block of Jones Street,94109,3,Nob Hill,"(37.793012250912, -122.414357639273)",16,6,3,21,21,1,10,5,"28,857"
B172920,11/15/17,3/28/18,"$30,000.00 ",FALSE,TRUE,2,1200 Block of Jones Street,94109,3,Nob Hill,"(37.793012250912, -122.414357639273)",16,6,3,21,21,1,10,5,"28,857"
B172925,,11/16/17,"$55,000.00 ",FALSE,TRUE,3,200 Block of Arguello Boulevard,94118,2,Presidio Heights,"(37.786156052265, -122.459148200965)",10,8,6,31,31,6,1,11,54
B172950,11/21/17,2/23/18,"$90,000.00 ",FALSE,TRUE,1,1800 Block of Grant Avenue,94133,3,North Beach,"(37.804155101094, -122.408220312946)",18,6,3,23,23,1,10,3,308
B172951,11/13/17,1/11/18,"$15,000.00 ",FALSE,FALSE,4,1300 Block of Stevenson Street,94103,6,Mission,"(37.770783954072, -122.421596103325)",32,1,10,20,19,2,9,8,"28,853"
B172955,11/27/17,3/19/18,"$24,000.00 ",FALSE,FALSE,1,300 Block of Sweeny Street,94134,9,Portola,"(37.731799729188, -122.412021172937)",91,2,2,25,28,3,7,9,309
B172956,11/27/17,1/31/18,"$138,000.00 ",FALSE,TRUE,2,400 Block of Bryant Street,94107,6,Financial District/South Beach,"(37.782677623302, -122.39422265173)",32,1,10,8,6,2,9,6,"28,856"
B172957,11/27/17,3/1/18,"$85,000.00 ",FALSE,FALSE,2,700 Block of Clipper Street,94114,8,Noe Valley,"(37.748696513963, -122.440449238871)",51,3,5,22,22,4,5,2,"28,862"
B173020,11/29/17,4/2/18,"$15,000.00 ",FALSE,FALSE,2,2200 Block of Turk Street,94118,2,Lone Mountain/USF,"(37.778847322838, -122.445701681162)",13,7,6,18,16,5,1,15,54
B173025,,11/14/17,"$23,676.00 ",FALSE,TRUE,3,300 Block of San Miguel Street,94112,11,Oceanview/Merced/Ingleside,"(37.719273892539, -122.448880383205)",81,10,1,24,24,8,6,9,"28,861"
B173027,12/1/17,12/1/17,$475.00 ,FALSE,TRUE,3,1200 Block of Folsom Street,94103,6,South of Market,"(37.774419501905, -122.410885266083)",32,1,10,34,34,2,9,8,"28,853"
B173029,12/4/17,1/29/18,"$25,000.00 ",FALSE,FALSE,2,0 Block of Exeter Street,94124,10,Bayview Hunters Point,"(37.722153469589, -122.398611328434)",88,2,9,1,1,3,8,10,58
B173031,12/5/17,3/20/18,"$18,000.00 ",FALSE,FALSE,1,1900 Block of 18th Avenue,94116,7,Inner Sunset,"(37.75149354877, -122.475142412315)",44,10,8,14,12,8,4,1,"29,491"
B173032,12/5/17,4/24/18,"$35,000.00 ",FALSE,TRUE,1,1900 Block of 18th Avenue,94116,7,Inner Sunset,"(37.75149354877, -122.475142412315)",44,10,8,14,12,8,4,1,"29,491"
B173036,,12/4/17,"$60,000.00 ",FALSE,FALSE,1,200 Block of Randall Street,94131,8,Glen Park,"(37.74048196724, -122.429247793287)",59,9,5,10,7,7,5,2,63
B173037,12/5/17,1/22/18,"$6,458.00 ",FALSE,FALSE,1,1900 Block of Oakdale Avenue,94124,10,Bayview Hunters Point,"(37.738270728746, -122.396917502606)",87,2,9,1,1,3,8,10,58
B173039,12/6/17,1/17/18,"$6,500.00 ",FALSE,TRUE,1,100 Block of Maynard Street,94112,11,Excelsior,"(37.729395149487, -122.427150965565)",94,9,1,7,5,7,6,9,"28,861"
B173041,12/8/17,3/2/18,"$30,000.00 ",FALSE,TRUE,6,100 Block of Day Street,94131,8,Noe Valley,"(37.743020823453, -122.425456989218)",84,9,5,22,22,7,5,2,63
B173044,12/8/17,2/26/18,"$10,000.00 ",FALSE,FALSE,2,400 Block of Broadway Street,94133,3,North Beach,"(37.798224934387, -122.404282497395)",106,6,3,23,23,1,10,3,308
B173048,,12/8/17,"$16,000.00 ",FALSE,FALSE,1,5500 Block of California Street,94121,1,Outer Richmond,"(37.784191971544, -122.476969127677)",5,8,4,29,26,6,2,11,55
B173049,12/11/17,2/6/18,"$7,000.00 ",FALSE,TRUE,1,3400 Block of 21st Street,94110,8,Mission,"(37.756772530873, -122.424183166505)",52,3,5,20,19,4,5,2,"28,859"
B173113,12/15/17,2/2/18,"$10,000.00 ",FALSE,TRUE,1,1600 Block of Lyon Street,94115,2,Presidio Heights,"(37.786023494496, -122.445045839782)",103,8,6,31,31,6,1,15,"29,490"
B173115,,12/15/17,"$90,520.59 ",FALSE,TRUE,2,2200 Block of California Street,94115,2,Pacific Heights,"(37.78916563183, -122.431362891455)",102,4,6,30,27,9,1,13,"29,490"
B173128,12/21/17,5/7/18,"$61,424.78 ",FALSE,FALSE,3,1300 Block of 3rd Avenue,94122,5,Inner Sunset,"(37.763619348825, -122.459908045964)",109,7,11,14,12,5,11,15,56
B173150,,9/25/17,"$24,278.06 ",FALSE,FALSE,2,700 Block of Foerster Street,94127,7,West of Twin Peaks,"(37.734044787286, -122.448816490357)",95,9,8,41,40,7,4,9,59
B180039,1/2/18,3/13/18,"$12,100.00 ",FALSE,TRUE,5,900 Block of Le Conte Avenue,94124,10,Bayview Hunters Point,"(37.718063858065, -122.396004115888)",88,2,9,1,1,3,8,10,58
B180041,,1/4/18,"$6,286.00 ",FALSE,TRUE,1,600 Block of 15th Avenue,94118,1,Outer Richmond,"(37.775863401683, -122.473561465251)",5,8,4,29,26,6,2,11,54
B180044,1/4/18,5/10/18,"$5,000.00 ",FALSE,FALSE,1,700 Block of Green Street,94133,3,Chinatown,"(37.799198389217, -122.411030881491)",107,6,3,6,4,1,10,3,308
B180045,1/4/18,2/28/18,"$20,872.74 ",FALSE,FALSE,2,2200 Block of Leavenworth Street,94133,3,Russian Hill,"(37.801494790488, -122.417769534564)",107,6,3,32,32,1,10,5,308
B180046,1/5/18,1/5/18,"$50,000.00 ",FALSE,TRUE,3,2700 Block of 23rd Street,94110,9,Mission,"(37.75453437847, -122.40790086856)",53,3,2,20,19,4,7,2,"28,859"
B180048,1/5/18,4/9/18,"$12,000.00 ",FALSE,TRUE,1,600 Block of Mount Vernon Avenue,94112,11,Oceanview/Merced/Ingleside,"(37.719238793986, -122.45037742145)",81,10,1,24,24,8,6,9,"28,861"
B180061,1/10/18,3/13/18,"$26,000.00 ",FALSE,FALSE,1,0 Block of Hattie Street,94114,8,Castro/Upper Market,"(37.761377978649, -122.440943942972)",115,7,5,5,3,5,5,15,"28,862"
B180114,1/12/18,3/29/18,"$10,000.00 ",FALSE,TRUE,1,0 Block of Bishop Street,94134,10,Visitacion Valley,"(37.718479245272, -122.404318554421)",75,9,9,40,39,7,8,10,309
B180115,1/16/18,4/25/18,"$52,122.80 ",FALSE,FALSE,2,1800 Block of 14th Avenue,94122,7,Inner Sunset,"(37.753430588685, -122.471250879381)",44,10,8,14,12,8,4,1,56
B180116,1/16/18,5/9/18,"$100,000.00 ",FALSE,TRUE,1,400 Block of 3rd Street,94107,6,South of Market,"(37.781497094911, -122.39616065025)",32,1,10,34,34,2,9,6,"28,856"
B180118,1/16/18,4/3/18,"$23,500.00 ",FALSE,FALSE,2,2000 Block of Franklin Street,94109,2,Pacific Heights,"(37.79329229302, -122.424537680436)",102,4,6,30,27,9,1,13,"28,858"
B180119,1/17/18,4/3/18,"$60,000.00 ",FALSE,FALSE,1,1900 Block of Page Street,94117,5,Haight Ashbury,"(37.77015219104, -122.452879989719)",25,7,11,3,9,5,11,15,"29,492"
B180187,1/22/18,5/1/18,"$200,000.00 ",FALSE,FALSE,2,600 Block of 14th Avenue,94118,1,Outer Richmond,"(37.775908408471, -122.472572167115)",5,8,4,29,26,6,2,11,54
B180189,1/22/18,5/1/18,"$30,000.00 ",FALSE,TRUE,1,600 Block of 14th Avenue,94118,1,Outer Richmond,"(37.775908408471, -122.472572167115)",5,8,4,29,26,6,2,11,54
B180196,1/23/18,5/7/18,"$25,000.00 ",FALSE,TRUE,1,0 Block of Raymond Avenue,94134,10,Visitacion Valley,"(37.712247130639, -122.404227070935)",75,9,9,40,39,7,8,9,309
B180207,1/25/18,3/19/18,"$9,995.00 ",FALSE,FALSE,2,200 Block of 19th Avenue,94121,1,Outer Richmond,"(37.783238025601, -122.478580262495)",8,8,4,29,26,6,2,11,55
B180252,1/29/18,3/5/18,"$11,515.00 ",FALSE,FALSE,2,800 Block of 26th Avenue,94121,1,Outer Richmond,"(37.773450919669, -122.485398727908)",8,8,4,29,26,6,2,11,55
B180253,1/29/18,3/20/18,,TRUE,FALSE,2,1700 Block of Sacramento Street,94109,3,Nob Hill,"(37.791446621817, -122.421704924682)",105,4,3,21,21,9,10,13,"28,858"
B180256,1/30/18,4/16/18,"$40,000.00 ",FALSE,TRUE,3,0 Block of Cragmont Avenue,94116,7,Inner Sunset,"(37.749909320636, -122.467372947042)",44,10,8,14,12,8,4,1,"29,491"
B180257,1/31/18,4/16/18,"$27,100.00 ",FALSE,FALSE,2,2700 Block of Hyde Street,94109,2,Russian Hill,"(37.806180232638, -122.420532847365)",98,6,6,32,32,1,1,5,"28,858"
B180258,1/31/18,4/10/18,"$16,600.00 ",FALSE,TRUE,1,1200 Block of 35th Avenue,94122,4,Sunset/Parkside,"(37.76374916068, -122.494267383123)",39,10,7,35,35,8,3,1,56
B180349,2/1/18,5/4/18,$0.00 ,FALSE,FALSE,1,400 Block of 9th Avenue,94118,1,Inner Richmond,"(37.779915763186, -122.46735172987)",5,8,4,11,11,6,2,11,54
B180352,2/5/18,4/2/18,"$11,516.00 ",FALSE,FALSE,1,700 Block of Huron Avenue,94112,11,Outer Mission,"(37.711379707324, -122.450341084381)",66,9,1,28,25,7,6,9,"28,861"
B180355,2/5/18,2/12/18,"$5,100.00 ",FALSE,FALSE,1,2900 Block of Mission Street,94110,9,Mission,"(37.74984462225, -122.418142583157)",53,3,2,20,19,4,7,2,"28,859"
B180356,2/6/18,4/9/18,"$15,000.00 ",FALSE,FALSE,2,2200 Block of 47th Avenue,94116,4,Sunset/Parkside,"(37.744529290666, -122.505821929462)",39,10,7,35,35,8,3,1,"29,491"
B180409,2/5/18,4/26/18,"$49,600.00 ",FALSE,TRUE,2,2600 Block of Post Street,94115,5,Presidio Heights,"(37.783652064122, -122.445349021992)",103,8,11,31,31,6,11,15,"29,490"
B180430,2/12/18,2/12/18,"$15,000.00 ",FALSE,FALSE,1,200 Block of Carl Street,94117,5,Inner Sunset,"(37.765392124781, -122.453592199112)",110,7,11,14,12,5,11,15,"29,492"
B180494,2/13/18,4/27/18,"$40,000.00 ",FALSE,FALSE,3,1000 Block of De Haro Street,94107,10,Potrero Hill,"(37.755910885772, -122.400678627271)",54,2,9,26,29,3,8,10,"28,856"
B180502,2/15/18,4/2/18,"$15,000.00 ",FALSE,TRUE,1,300 Block of Eureka Street,94114,8,Castro/Upper Market,"(37.756687476118, -122.437950209223)",115,3,5,5,3,4,5,2,"28,862"
B180504,2/15/18,4/3/18,"$11,000.00 ",FALSE,FALSE,1,100 Block of Waverly Place,94108,3,Chinatown,"(37.794646454366, -122.40684267159)",104,6,3,6,4,1,10,3,"28,857"
B180516,2/16/18,4/20/18,"$25,000.00 ",FALSE,FALSE,2,100 Block of Skyview Way,94131,7,Twin Peaks,"(37.752626555391, -122.449851654029)",48,7,8,38,38,5,4,1,63
B180574,2/21/18,4/24/18,"$22,500.00 ",FALSE,TRUE,2,1400 Block of 41st Avenue,94122,4,Sunset/Parkside,"(37.759724583594, -122.500570751904)",39,10,7,35,35,8,3,1,56
B180578,2/23/18,5/1/18,"$23,000.00 ",FALSE,TRUE,1,500 Block of Connecticut Street,94107,10,Potrero Hill,"(37.758696595867, -122.397057095982)",54,2,9,26,29,3,8,10,"28,856"
B180582,2/23/18,4/27/18,"$17,500.00 ",FALSE,FALSE,1,1000 Block of Washington Street,94108,3,Nob Hill,"(37.794606398081, -122.410294571164)",16,6,3,21,21,1,10,3,"28,857"
B180651,3/2/18,5/7/18,"$50,000.00 ",FALSE,FALSE,1,2000 Block of Franklin Street,94109,2,Pacific Heights,"(37.79329229302, -122.424537680436)",102,4,6,30,27,9,1,13,"28,858"
B180652,3/2/18,4/25/18,"$20,762.77 ",FALSE,FALSE,1,3600 Block of 20th Street,94110,8,Mission,"(37.75848630392, -122.422385383102)",37,3,5,20,19,4,5,2,"28,859"
B180661,3/5/18,5/8/18,"$30,000.00 ",FALSE,TRUE,5,500 Block of Brussels Street,94134,9,Portola,"(37.725334088074, -122.40477049328)",91,2,2,25,28,3,7,10,309
B180670,3/8/18,5/15/18,"$25,000.00 ",FALSE,TRUE,2,400 Block of Alvarado Street,94114,8,Noe Valley,"(37.753944864262, -122.430997575546)",52,3,5,22,22,4,5,2,"28,862"
B180743,3/13/18,3/13/18,"$25,000.00 ",FALSE,FALSE,2,200 Block of Downey Street,94117,5,Haight Ashbury,"(37.765418257892, -122.446783639096)",114,7,11,3,9,5,11,15,"29,492"
B180908,3/22/18,5/2/18,"$16,000.00 ",FALSE,TRUE,2,900 Block of Union Street,94133,3,Russian Hill,"(37.799810265592, -122.414672648252)",107,6,3,32,32,1,10,5,308
B180916,,3/23/18,"$20,833.33 ",FALSE,FALSE,2,2800 Block of 16th Street,94103,9,Mission,"(37.765271085034, -122.416942308086)",53,3,2,20,19,4,7,8,"28,853"
B180917,,3/23/18,"$20,833.33 ",FALSE,FALSE,2,2800 Block of 16th Street,94103,9,Mission,"(37.765271085034, -122.416942308086)",53,3,2,20,19,4,7,8,"28,853"
B180918,,3/23/18,"$20,833.33 ",FALSE,FALSE,3,2800 Block of 16th Street,94103,9,Mission,"(37.765271085034, -122.416942308086)",53,3,2,20,19,4,7,8,"28,853"
B180919,,3/23/18,"$20,833.33 ",FALSE,FALSE,6,2800 Block of 16th Street,94103,9,Mission,"(37.765271085034, -122.416942308086)",53,3,2,20,19,4,7,8,"28,853"
B180920,,3/23/18,"$20,833.34 ",FALSE,FALSE,4,2800 Block of 16th Street,94103,9,Mission,"(37.765271085034, -122.416942308086)",53,3,2,20,19,4,7,8,"28,853"
B180921,,3/23/18,"$20,833.34 ",FALSE,FALSE,8,2800 Block of 16th Street,94103,9,Mission,"(37.765271085034, -122.416942308086)",53,3,2,20,19,4,7,8,"28,853"
B180925,,3/27/18,"$18,500.00 ",FALSE,FALSE,2,2900 Block of Pine Street,94115,2,Presidio Heights,"(37.786640145627, -122.444395104285)",103,8,6,31,31,6,1,15,"29,490"
B181109,4/3/18,4/3/18,"$20,000.00 ",FALSE,FALSE,2,400 Block of 32nd Avenue,94121,1,Outer Richmond,"(37.780715024077, -122.492234634884)",8,8,4,29,26,6,2,11,55
B181211,3/26/18,5/14/18,"$29,000.00 ",FALSE,FALSE,2,700 Block of Foerster Street,94127,7,West of Twin Peaks,"(37.735092193187, -122.448959925034)",72,9,8,41,40,7,4,9,59
B181219,,4/16/18,"$40,000.00 ",FALSE,TRUE,1,2700 Block of Folsom Street,94110,9,Mission,"(37.753298447583, -122.41422876374)",53,3,2,20,19,4,7,2,"28,859"
B181223,4/18/18,4/18/18,"$15,000.00 ",FALSE,FALSE,3,2600 Block of San Jose Avenue,94112,11,Oceanview/Merced/Ingleside,"(37.714823971195, -122.451612665124)",81,10,1,24,24,8,6,9,"28,861"
B181229,,4/18/18,"$30,000.00 ",FALSE,FALSE,2,1900 Block of Vicente Street,94116,4,Sunset/Parkside,"(37.738836185359, -122.48775570445)",40,10,7,35,35,8,3,1,"29,491"
B181230,,4/18/18,"$60,000.00 ",FALSE,FALSE,4,4400 Block of California Street,94118,1,Inner Richmond,"(37.784977420195, -122.465113708387)",4,8,4,11,11,6,2,11,54
B181289,,4/20/18,"$17,857.50 ",FALSE,FALSE,2,1800 Block of Golden Gate Avenue,94115,5,Western Addition,"(37.77835128794, -122.441028449051)",97,7,11,39,41,5,11,15,"29,490"
B181298,,4/23/18,"$41,326.70 ",FALSE,FALSE,1,100 Block of Divisadero Street,94117,8,Haight Ashbury,"(37.769663479461, -122.436786988525)",112,7,5,3,9,5,5,15,"29,492"
B181423,5/7/18,5/21/18,"$7,000.00 ",FALSE,FALSE,2,0 Block of Belvedere Street,94117,5,Haight Ashbury,"(37.769186567672, -122.449617927125)",25,7,11,3,9,5,11,15,"29,492"
B181505,,5/3/18,"$5,000.00 ",FALSE,FALSE,4,300 Block of Crescent Avenue,94110,9,Bernal Heights,"(37.734912815443, -122.41841622049)",61,9,2,2,2,7,7,2,"28,859"
B180668,3/8/18,5/31/18,"$30,000.00 ",FALSE,TRUE,2,300 Block of Connecticut Street,94107,10,Potrero Hill,"(37.761877521476, -122.397502364174)",54,2,9,26,29,3,8,10,"28,856"
B173030,11/21/17,5/24/18,"$60,455.89 ",FALSE,FALSE,6,800 Block of Colby Street,94134,9,Portola,"(37.719904590662, -122.410309432492)",91,2,2,25,28,3,7,9,309
B180204,1/25/18,5/21/18,"$22,103.00 ",FALSE,FALSE,1,0 Block of Carmelita Street,94117,8,Haight Ashbury,"(37.770222127214, -122.434389432093)",28,7,5,3,9,5,5,15,"29,492"
B181770,,5/25/18,"$10,085.48 ",FALSE,FALSE,1,700 Block of Green Street,94133,3,Chinatown,"(37.799198389217, -122.411030881491)",107,6,3,6,4,1,10,3,308
B172369,9/13/17,5/14/18,"$55,845.06 ",FALSE,TRUE,1,1500 Block of Church Street,94131,8,Noe Valley,"(37.74569488925, -122.426925757836)",84,9,5,22,22,7,5,2,63
B172370,9/13/17,5/14/18,"$63,824.09 ",FALSE,TRUE,1,1500 Block of Church Street,94131,8,Noe Valley,"(37.74569488925, -122.426925757836)",84,9,5,22,22,7,5,2,63
B180427,2/9/18,5/15/18,"$12,562.00 ",FALSE,FALSE,2,2500 Block of Pine Street,94115,2,Pacific Heights,"(37.787482951745, -122.43776937093)",103,4,6,30,27,6,1,13,"29,490"
B172371,9/13/17,5/14/18,"$76,930.86 ",FALSE,TRUE,1,1500 Block of Church Street,94131,8,Noe Valley,"(37.74569488925, -122.426925757836)",84,9,5,22,22,7,5,2,63
B181299,4/24/18,5/16/18,"$66,352.50 ",FALSE,FALSE,1,1300 Block of Stevenson Street,94103,6,Mission,"(37.770783954072, -122.421596103325)",32,1,10,20,19,2,9,8,"28,853"
B173033,12/4/17,5/16/18,"$75,000.00 ",FALSE,FALSE,1,0 Block of White Street,94109,3,Russian Hill,"(37.797535489359, -122.419628451838)",107,6,3,32,32,1,10,5,"28,858"
B173034,12/4/17,5/16/18,"$75,000.00 ",FALSE,FALSE,1,0 Block of White Street,94109,3,Russian Hill,"(37.797535489359, -122.419628451838)",107,6,3,32,32,1,10,5,"28,858"
B180056,1/8/18,5/21/18,"$44,375.00 ",FALSE,TRUE,1,500 Block of Vermont Street,94107,10,Potrero Hill,"(37.762751084961, -122.404246233894)",54,2,9,26,29,3,8,8,"28,856"
B172391,9/15/17,5/24/18,"$8,000.00 ",FALSE,FALSE,1,0 Block of Noe Street,94114,8,Castro/Upper Market,"(37.768324129442, -122.433421237904)",28,7,5,5,3,5,5,15,"28,862"
B180906,3/19/18,5/23/18,"$7,500.00 ",FALSE,FALSE,1,2400 Block of Van Ness Avenue,94109,2,Marina,"(37.798062779246, -122.424058424348)",15,4,6,13,17,9,1,13,57
B181720,,5/31/18,,TRUE,FALSE,2,0 Block of San Jacinto Way,94112,7,West of Twin Peaks,"(37.733571580616, -122.462894202958)",69,10,8,41,40,8,4,9,59
B172456,9/26/17,6/1/18,"$40,000.00 ",FALSE,FALSE,3,700 Block of 39th Avenue,94121,1,Outer Richmond,"(37.774681208483, -122.499455921764)",8,8,4,29,26,6,2,11,55
B181039,4/2/18,6/1/18,"$35,000.00 ",FALSE,FALSE,2,800 Block of Hampshire Street,94110,9,Potrero Hill,"(37.758512199688, -122.407761340035)",53,3,2,20,19,4,7,10,"28,859"
B181620,5/23/18,5/31/18,"$6,000.00 ",FALSE,FALSE,2,100 Block of Whipple Avenue,94112,11,Outer Mission,"(37.711938951018, -122.449058968785)",66,9,1,28,25,7,6,9,"28,861"
B180499,2/14/18,5/25/18,"$40,000.00 ",FALSE,FALSE,2,0 Block of Mirabel Avenue,94110,9,Bernal Heights,"(37.746419665863, -122.416456065789)",83,9,2,2,2,7,7,2,"28,859"
B181130,4/4/18,6/1/18,"$30,000.00 ",FALSE,FALSE,1,800 Block of Hampshire Street,94110,9,Potrero Hill,"(37.758512199688, -122.407761340035)",53,3,2,20,19,4,7,10,"28,859"
